,main_maximum,all_maxima,no_of_max,Intensity,k6a1,k6a2,k11,k12,k9a1,k9a2,Energy_highest_max_normalized,Energy_all_max_normalized
54,0.736,"[-0.772 -0.706 -0.612 -0.488 -0.424 -0.342 -0.17  -0.084 -0.032  0.046
  0.114  0.202  0.272  0.454  0.502  0.586  0.736  0.864]",18,"[5.09069983 7.01375664 3.49031065 6.48931376 6.82058932 2.04410752
 5.76413012 4.40925888 3.93433827 2.02494358 6.1865572  3.90171626
 3.39326791 5.83939598 3.86268157 5.19493697 8.66833198 4.17163527]",0.25,0.25,0.75,0.25,0.25,0.25,0.868,"[0.114 0.147 0.194 0.256 0.288 0.329 0.415 0.458 0.484 0.523 0.557 0.601
 0.636 0.727 0.751 0.793 0.868 0.932]"
55,-0.576,[-0.576 -0.044  0.04   0.614  0.662],5,[24.8883873  11.3534028  13.7146592   9.56444795 14.6177163 ],0.25,0.25,0.75,0.25,0.25,0.5,0.21200000000000002,[0.212 0.478 0.52  0.807 0.831]
56,0.728,"[-0.93  -0.774 -0.704 -0.63  -0.488 -0.424 -0.342 -0.168 -0.076 -0.034
  0.112  0.204  0.282  0.454  0.512  0.586  0.728  0.816  0.864]",19,"[1.93197636 5.00359592 6.90945119 3.85738118 6.34305004 6.84417422
 1.99535903 5.72902548 5.18457941 4.05615723 6.05158275 4.17967695
 3.0570644  5.90645252 4.1513653  5.04614178 8.60968842 2.54570896
 4.07842045]",0.25,0.25,0.75,0.25,0.25,0.75,0.864,"[0.035 0.113 0.148 0.185 0.256 0.288 0.329 0.416 0.462 0.483 0.556 0.602
 0.641 0.727 0.756 0.793 0.864 0.908 0.932]"
57,0.728,"[-0.926 -0.774 -0.704 -0.628 -0.488 -0.424 -0.342 -0.17  -0.082 -0.032
  0.112  0.204  0.274  0.454  0.522  0.586  0.728  0.816  0.862  0.908]",20,"[2.01702997 5.1272437  7.07275775 3.67685422 6.51168932 6.74102421
 2.07388528 5.76996164 4.45580238 3.87837729 6.04365862 4.13889548
 3.16646516 6.00681525 3.95641453 5.15982953 8.32106612 2.57341782
 4.2174925  2.49432403]",0.25,0.25,0.75,0.25,0.5,0.25,0.864,"[0.037 0.113 0.148 0.186 0.256 0.288 0.329 0.415 0.459 0.484 0.556 0.602
 0.637 0.727 0.761 0.793 0.864 0.908 0.931 0.954]"
58,-0.558,[-0.558 -0.046  0.034  0.594  0.658],5,[22.9970009 10.6517122 16.7223941 11.8643501 14.2422396],0.25,0.25,0.75,0.25,0.5,0.5,0.22099999999999997,[0.221 0.477 0.517 0.797 0.829]
59,0.728,"[-0.926 -0.774 -0.704 -0.628 -0.488 -0.424 -0.342 -0.17  -0.082 -0.032
  0.112  0.204  0.274  0.454  0.522  0.586  0.728  0.816  0.862  0.908]",20,"[2.01738114 5.12769806 7.0731969  3.67662017 6.5117101  6.74138716
 2.07394283 5.76927083 4.4555841  3.8787577  6.04348846 4.13824228
 3.16703643 6.00621453 3.95735324 5.15975787 8.32199214 2.5732754
 4.21809932 2.49446664]",0.25,0.25,0.75,0.25,0.5,0.75,0.864,"[0.037 0.113 0.148 0.186 0.256 0.288 0.329 0.415 0.459 0.484 0.556 0.602
 0.637 0.727 0.761 0.793 0.864 0.908 0.931 0.954]"
60,0.728,"[-0.928 -0.774 -0.704 -0.63  -0.486 -0.424 -0.344 -0.168 -0.076 -0.034
  0.112  0.202  0.282  0.454  0.51   0.586  0.728  0.818  0.864]",19,"[1.92270725 5.02793196 6.89155392 3.86739023 6.40028889 6.82849091
 2.00098148 5.75486768 5.16560044 4.04441517 6.05937668 4.18129851
 3.06250617 5.9117241  4.15165252 5.05431196 8.6160503  2.53276518
 4.07476322]",0.25,0.25,0.75,0.25,0.75,0.25,0.864,"[0.036 0.113 0.148 0.185 0.257 0.288 0.328 0.416 0.462 0.483 0.556 0.601
 0.641 0.727 0.755 0.793 0.864 0.909 0.932]"
61,-0.576,[-0.576 -0.044  0.04   0.614  0.662],5,[24.9105284  11.4600107  13.6627277   9.50467176 14.4324707 ],0.25,0.25,0.75,0.25,0.75,0.5,0.21200000000000002,[0.212 0.478 0.52  0.807 0.831]
62,0.736,"[-0.772 -0.706 -0.612 -0.486 -0.424 -0.338 -0.17  -0.084 -0.032  0.04
  0.114  0.202  0.272  0.454  0.5    0.586  0.736  0.864]",18,"[5.0445575  6.97390664 3.5029426  6.440288   6.71151815 2.0544601
 5.73584404 4.42391217 3.92903116 2.04775772 6.13250178 3.88390633
 3.41409832 5.80880636 3.85698916 5.1315908  8.64344061 4.13042683]",0.25,0.25,0.75,0.25,0.75,0.75,0.868,"[0.114 0.147 0.194 0.257 0.288 0.331 0.415 0.458 0.484 0.52  0.557 0.601
 0.636 0.727 0.75  0.793 0.868 0.932]"
63,0.51,"[-0.266 -0.242 -0.142 -0.074  0.008  0.068  0.166  0.23   0.348  0.448
  0.51   0.696  0.744  0.798  0.852  0.896  0.974]",17,"[ 3.26282057  3.45675393  6.08136632  7.80748711  3.79039022  6.86384129
 11.1207782  12.9423193   7.07574068 11.6741151  13.4865259   3.4327442
  4.02995819  6.50107324  9.71159367  7.11663977  3.79594587]",0.25,0.25,0.75,0.5,0.25,0.25,0.755,"[0.367 0.379 0.429 0.463 0.504 0.534 0.583 0.615 0.674 0.724 0.755 0.848
 0.872 0.899 0.926 0.948 0.987]"
64,0.924,[-0.832  0.924],2,[15.8432155 57.383426 ],0.25,0.25,0.75,0.5,0.25,0.5,0.962,[0.084 0.962]
65,0.466,[-0.126  0.18   0.466  0.804  0.854],5,[13.9103781 26.2830377 27.1559383 13.6347176 13.5427127],0.25,0.25,0.75,0.5,0.25,0.75,0.733,[0.437 0.59  0.733 0.902 0.927]
66,0.182,[-0.126  0.182  0.464  0.812  0.856],5,[13.1836282 27.3715411 27.1346965 14.7804036 13.1497995],0.25,0.25,0.75,0.5,0.5,0.25,0.591,[0.437 0.591 0.732 0.906 0.928]
67,0.972,[-0.848 -0.786  0.81   0.908  0.972],5,[ 7.11483984  7.13548693 11.8932567  22.2189574  27.8497431 ],0.25,0.25,0.75,0.5,0.5,0.5,0.986,[0.076 0.107 0.905 0.954 0.986]
68,0.182,[-0.126  0.182  0.464  0.812  0.856],5,[13.1855821 27.374296  27.1358414 14.7852562 13.1441373],0.25,0.25,0.75,0.5,0.5,0.75,0.591,[0.437 0.591 0.732 0.906 0.928]
69,0.466,[-0.126  0.18   0.466  0.806  0.854],5,[14.1098679 26.6632459 27.5293324 13.6530439 13.7416979],0.25,0.25,0.75,0.5,0.75,0.25,0.733,[0.437 0.59  0.733 0.903 0.927]
70,0.922,[-0.832  0.922],2,[15.826339  57.4022599],0.25,0.25,0.75,0.5,0.75,0.5,0.9610000000000001,[0.084 0.961]
71,0.51,"[-0.266 -0.242 -0.142 -0.074  0.006  0.068  0.166  0.23   0.348  0.448
  0.51   0.696  0.742  0.796  0.852  0.898  0.974]",17,"[ 3.16443844  3.48460049  6.05916941  7.85538342  3.75791113  6.90608187
 11.0873391  12.9888879   7.0940505  11.6490568  13.5358762   3.39845705
  4.05862129  6.58932889  9.70032102  7.19536936  3.74852672]",0.25,0.25,0.75,0.5,0.75,0.75,0.755,"[0.367 0.379 0.429 0.463 0.503 0.534 0.583 0.615 0.674 0.724 0.755 0.848
 0.871 0.898 0.926 0.949 0.987]"
72,0.746,"[-0.758 -0.69  -0.612 -0.472 -0.406 -0.33  -0.152 -0.068 -0.014  0.132
  0.222  0.292  0.47   0.524  0.602  0.746  0.824  0.882]",18,"[5.2219755  6.86578798 3.58469676 6.75556855 6.52336466 2.06169747
 5.88030949 4.58736427 3.77572211 6.36174016 4.17368915 3.13898914
 5.90843112 4.10034794 5.15558949 7.91435711 2.6254533  4.24817285]",0.25,0.25,0.75,0.75,0.25,0.25,0.873,"[0.121 0.155 0.194 0.264 0.297 0.335 0.424 0.466 0.493 0.566 0.611 0.646
 0.735 0.762 0.801 0.873 0.912 0.941]"
73,-0.574,[-0.574 -0.048  0.034  0.596  0.658],5,[23.8935662 11.0810683 15.0700589 11.2295133 14.8151083],0.25,0.25,0.75,0.75,0.25,0.5,0.21300000000000002,[0.213 0.476 0.517 0.798 0.829]
74,0.732,"[-0.928 -0.776 -0.708 -0.628 -0.486 -0.422 -0.34  -0.17  -0.086 -0.032
  0.118  0.206  0.274  0.454  0.508  0.582  0.732  0.812  0.864]",19,"[1.93078497 5.11227138 7.14440521 3.61206182 6.64000534 6.82861772
 2.00802984 5.76394539 4.61550441 3.81081203 6.23651502 4.17852008
 3.12056658 5.93502623 4.04125185 4.96622448 7.94520818 2.58477079
 4.23790638]",0.25,0.25,0.75,0.75,0.25,0.75,0.866,"[0.036 0.112 0.146 0.186 0.257 0.289 0.33  0.415 0.457 0.484 0.559 0.603
 0.637 0.727 0.754 0.791 0.866 0.906 0.932]"
75,0.734,"[-0.926 -0.778 -0.712 -0.628 -0.484 -0.422 -0.34  -0.174 -0.09  -0.03
  0.12   0.206  0.272  0.45   0.51   0.578  0.734  0.814  0.866]",19,"[1.92057743 5.08324838 7.20719562 3.59384489 6.75937515 6.84582866
 2.0292643  5.73634289 4.77639569 3.82489973 6.32673104 4.19567612
 3.10504251 5.86973738 4.10180359 4.80603613 7.72728419 2.58763408
 4.28410267]",0.25,0.25,0.75,0.75,0.5,0.25,0.867,"[0.037 0.111 0.144 0.186 0.258 0.289 0.33  0.413 0.455 0.485 0.56  0.603
 0.636 0.725 0.755 0.789 0.867 0.907 0.933]"
76,-0.56,[-0.56  -0.028  0.046  0.614  0.674],5,[23.7826642 10.1064427 14.9008047 11.1427563 13.9424523],0.25,0.25,0.75,0.75,0.5,0.5,0.21999999999999997,[0.22  0.486 0.523 0.807 0.837]
77,0.734,"[-0.928 -0.778 -0.712 -0.628 -0.484 -0.422 -0.34  -0.174 -0.09  -0.03
  0.12   0.206  0.274  0.45   0.51   0.58   0.734  0.814  0.866]",19,"[1.91946818 5.05689562 7.18689799 3.60249275 6.74540068 6.82590099
 2.03171097 5.76879444 4.75655076 3.83244979 6.32480513 4.20650858
 3.09036585 5.88697745 4.11084025 4.80052311 7.74547487 2.58611029
 4.26883778]",0.25,0.25,0.75,0.75,0.5,0.75,0.867,"[0.036 0.111 0.144 0.186 0.258 0.289 0.33  0.413 0.455 0.485 0.56  0.603
 0.637 0.725 0.755 0.79  0.867 0.907 0.933]"
78,0.732,"[-0.928 -0.776 -0.708 -0.628 -0.486 -0.422 -0.34  -0.17  -0.086 -0.032
  0.118  0.206  0.274  0.454  0.508  0.582  0.732  0.812  0.864]",19,"[1.93071982 5.11277755 7.14402024 3.61211227 6.64029579 6.82772627
 2.00907185 5.76313293 4.61422535 3.81110709 6.23570576 4.17817403
 3.12062713 5.9349254  4.0406065  4.96682326 7.94347791 2.58500454
 4.23857157]",0.25,0.25,0.75,0.75,0.75,0.25,0.866,"[0.036 0.112 0.146 0.186 0.257 0.289 0.33  0.415 0.457 0.484 0.559 0.603
 0.637 0.727 0.754 0.791 0.866 0.906 0.932]"
79,-0.574,[-0.574 -0.048  0.034  0.596  0.658],5,[23.8444782 11.0426271 15.0032909 11.2400728 14.785761 ],0.25,0.25,0.75,0.75,0.75,0.5,0.21300000000000002,[0.213 0.476 0.517 0.798 0.829]
80,0.748,"[-0.758 -0.69  -0.612 -0.472 -0.406 -0.152 -0.068 -0.014  0.132  0.222
  0.292  0.472  0.524  0.602  0.748  0.824  0.882]",17,"[5.24894108 6.88528354 3.55703315 6.78669556 6.52561583 5.8920459
 4.57228508 3.762631   6.36699023 4.16016558 3.15188064 5.94309778
 4.10349682 5.16319036 7.89649593 2.62195689 4.24083957]",0.25,0.25,0.75,0.75,0.75,0.75,0.874,"[0.121 0.155 0.194 0.264 0.297 0.424 0.466 0.493 0.566 0.611 0.646 0.736
 0.762 0.801 0.874 0.912 0.941]"
81,-0.63,[-0.94  -0.63  -0.348  0.044  0.8  ],5,[14.8814777 30.0613109 28.1660079 12.5826618  8.4888125],0.25,0.5,0.25,0.25,0.25,0.25,0.185,[0.03  0.185 0.326 0.522 0.9  ]
82,-0.428,[-0.428],1,[74.8757946],0.25,0.5,0.25,0.25,0.25,0.5,0.28600000000000003,[0.286]
83,-0.638,[-0.94  -0.638 -0.344  0.044  0.802],5,[14.4442049  28.5109954  27.3594417  12.2201705   8.89481948],0.25,0.5,0.25,0.25,0.25,0.75,0.181,[0.03  0.181 0.328 0.522 0.901]
84,-0.632,[-0.938 -0.632 -0.346  0.046  0.804],5,[14.0982515  29.3517376  27.7378726  11.7122455   8.17932727],0.25,0.5,0.25,0.25,0.5,0.25,0.184,[0.031 0.184 0.327 0.523 0.902]
85,-0.426,[-0.426],1,[87.9686687],0.25,0.5,0.25,0.25,0.5,0.5,0.28700000000000003,[0.287]
86,-0.632,[-0.938 -0.632 -0.346  0.046  0.804],5,[14.098247   29.3517236  27.7378552  11.7122413   8.17932727],0.25,0.5,0.25,0.25,0.5,0.75,0.184,[0.031 0.184 0.327 0.523 0.902]
87,-0.638,[-0.94  -0.638 -0.344  0.044  0.802],5,[14.4465208  28.5174651  27.3543926  12.2206592   8.88733691],0.25,0.5,0.25,0.25,0.75,0.25,0.181,[0.03  0.181 0.328 0.522 0.901]
88,-0.428,[-0.428],1,[74.8757186],0.25,0.5,0.25,0.25,0.75,0.5,0.28600000000000003,[0.286]
89,-0.63,[-0.94  -0.63  -0.348  0.044  0.8  ],5,[14.866795   29.9833129  28.1486838  12.587307    8.48994885],0.25,0.5,0.25,0.25,0.75,0.75,0.185,[0.03  0.185 0.326 0.522 0.9  ]
90,-0.754,[-0.754 -0.69 ],2,[1.61219674 0.46095102],0.25,0.5,0.25,0.5,0.25,0.25,0.123,[0.123 0.155]
91,0.462,[0.462],1,[390.275646],0.25,0.5,0.25,0.5,0.25,0.5,0.731,[0.731]
92,-0.756,[-0.756],1,[0.67429763],0.25,0.5,0.25,0.5,0.25,0.75,0.122,[0.122]
93,-0.756,[-0.756],1,[0.64839858],0.25,0.5,0.25,0.5,0.5,0.25,0.122,[0.122]
94,0.462,[0.462],1,[392.963517],0.25,0.5,0.25,0.5,0.5,0.5,0.731,[0.731]
95,-0.756,[-0.756],1,[0.64839859],0.25,0.5,0.25,0.5,0.5,0.75,0.122,[0.122]
96,-0.756,[-0.756],1,[0.67429791],0.25,0.5,0.25,0.5,0.75,0.25,0.122,[0.122]
97,0.462,[0.462],1,[390.275647],0.25,0.5,0.25,0.5,0.75,0.5,0.731,[0.731]
98,-0.754,[-0.754 -0.69 ],2,[1.61220585 0.46094401],0.25,0.5,0.25,0.5,0.75,0.75,0.123,[0.123 0.155]
99,-0.628,[-0.934 -0.628 -0.346  0.05   0.802],5,[15.078094   29.6616523  26.8650203  12.3092394   8.58192931],0.25,0.5,0.25,0.75,0.25,0.25,0.186,[0.033 0.186 0.327 0.525 0.901]
100,-0.424,[-0.424],1,[79.2044795],0.25,0.5,0.25,0.75,0.25,0.5,0.28800000000000003,[0.288]
101,-0.63,[-0.938 -0.63  -0.35   0.042  0.804],5,[14.8721386  29.9582617  28.2609534  12.3489462   8.54112354],0.25,0.5,0.25,0.75,0.25,0.75,0.185,[0.031 0.185 0.325 0.521 0.902]
102,-0.63,[-0.938 -0.63  -0.358  0.044  0.804],5,[14.7685811  29.989818   26.471355   12.4468422   8.44711412],0.25,0.5,0.25,0.75,0.5,0.25,0.185,[0.031 0.185 0.321 0.522 0.902]
103,-0.44,[-0.44],1,[63.2802559],0.25,0.5,0.25,0.75,0.5,0.5,0.28,[0.28]
104,-0.63,[-0.938 -0.63  -0.358  0.044  0.804],5,[14.7685811  29.989818   26.471355   12.4468423   8.44711391],0.25,0.5,0.25,0.75,0.5,0.75,0.185,[0.031 0.185 0.321 0.522 0.902]
105,-0.63,[-0.938 -0.63  -0.35   0.042  0.804],5,[14.8721377  29.9582605  28.2609525  12.3489455   8.54112391],0.25,0.5,0.25,0.75,0.75,0.25,0.185,[0.031 0.185 0.325 0.521 0.902]
106,-0.424,[-0.424],1,[79.2044754],0.25,0.5,0.25,0.75,0.75,0.5,0.28800000000000003,[0.288]
107,-0.628,[-0.934 -0.628 -0.346  0.05   0.802],5,[15.0780374  29.6618579  26.8649193  12.3091114   8.58196874],0.25,0.5,0.25,0.75,0.75,0.75,0.186,[0.033 0.186 0.327 0.525 0.901]
108,-0.628,[-0.936 -0.628 -0.346  0.046  0.802],5,[14.5352889  29.33569    27.4784683  12.1597383   7.66375927],0.25,0.5,0.5,0.25,0.25,0.25,0.186,[0.032 0.186 0.327 0.523 0.901]
109,-0.432,[-0.432],1,[73.6519906],0.25,0.5,0.5,0.25,0.25,0.5,0.28400000000000003,[0.284]
110,-0.63,[-0.938 -0.63  -0.346  0.044  0.804],5,[14.854779   30.0791825  25.2012324  12.2968932   8.37171468],0.25,0.5,0.5,0.25,0.25,0.75,0.185,[0.031 0.185 0.327 0.522 0.902]
111,-0.63,[-0.938 -0.63  -0.348  0.042  0.804],5,[14.681745   30.1496538  27.1061522  12.1078978   8.33414516],0.25,0.5,0.5,0.25,0.5,0.25,0.185,[0.031 0.185 0.326 0.521 0.902]
112,-0.428,[-0.428],1,[78.5341285],0.25,0.5,0.5,0.25,0.5,0.5,0.28600000000000003,[0.286]
113,-0.63,[-0.938 -0.63  -0.348  0.042  0.804],5,[14.681745   30.1496538  27.1061522  12.1078978   8.33414516],0.25,0.5,0.5,0.25,0.5,0.75,0.185,[0.031 0.185 0.326 0.521 0.902]
114,-0.63,[-0.938 -0.63  -0.346  0.044  0.804],5,[14.854779   30.0791823  25.2012328  12.2968933   8.37171467],0.25,0.5,0.5,0.25,0.75,0.25,0.185,[0.031 0.185 0.327 0.522 0.902]
115,-0.432,[-0.432],1,[73.6519907],0.25,0.5,0.5,0.25,0.75,0.5,0.28400000000000003,[0.284]
116,-0.628,[-0.936 -0.628 -0.346  0.046  0.802],5,[14.5352908  29.3356998  27.4784763  12.1597415   7.66370824],0.25,0.5,0.5,0.25,0.75,0.75,0.186,[0.032 0.186 0.327 0.523 0.901]
117,-0.762,[-0.762],1,[2.99094076],0.25,0.5,0.5,0.5,0.25,0.25,0.119,[0.119]
118,0.46,[0.46],1,[388.130549],0.25,0.5,0.5,0.5,0.25,0.5,0.73,[0.73]
119,-0.756,[-0.756],1,[0.67404694],0.25,0.5,0.5,0.5,0.25,0.75,0.122,[0.122]
120,-0.756,[-0.756],1,[0.68430289],0.25,0.5,0.5,0.5,0.5,0.25,0.122,[0.122]
121,0.462,[0.462],1,[393.832607],0.25,0.5,0.5,0.5,0.5,0.5,0.731,[0.731]
122,-0.756,[-0.756],1,[0.68454797],0.25,0.5,0.5,0.5,0.5,0.75,0.122,[0.122]
123,-0.756,[-0.756],1,[0.67418923],0.25,0.5,0.5,0.5,0.75,0.25,0.122,[0.122]
124,0.46,[0.46],1,[388.128195],0.25,0.5,0.5,0.5,0.75,0.5,0.73,[0.73]
125,-0.762,[-0.762],1,[2.94158159],0.25,0.5,0.5,0.5,0.75,0.75,0.119,[0.119]
126,-0.628,[-0.936 -0.628 -0.346  0.046  0.802],5,[14.5352927  29.3356986  27.4784762  12.1597409   7.66375066],0.25,0.5,0.5,0.75,0.25,0.25,0.186,[0.032 0.186 0.327 0.523 0.901]
127,-0.432,[-0.432],1,[73.6519906],0.25,0.5,0.5,0.75,0.25,0.5,0.28400000000000003,[0.284]
128,-0.63,[-0.938 -0.63  -0.346  0.044  0.804],5,[14.8547789  30.0791821  25.2012331  12.2968932   8.37171478],0.25,0.5,0.5,0.75,0.25,0.75,0.185,[0.031 0.185 0.327 0.522 0.902]
129,-0.63,[-0.938 -0.63  -0.348  0.042  0.804],5,[14.681745   30.1496538  27.1061522  12.1078978   8.33414516],0.25,0.5,0.5,0.75,0.5,0.25,0.185,[0.031 0.185 0.326 0.521 0.902]
130,-0.428,[-0.428],1,[78.5342203],0.25,0.5,0.5,0.75,0.5,0.5,0.28600000000000003,[0.286]
131,-0.63,[-0.938 -0.63  -0.348  0.042  0.804],5,[14.681745   30.1496538  27.1061522  12.1078978   8.33414516],0.25,0.5,0.5,0.75,0.5,0.75,0.185,[0.031 0.185 0.326 0.521 0.902]
132,-0.63,[-0.938 -0.63  -0.346  0.044  0.804],5,[14.8547792  30.0791826  25.2012324  12.2968934   8.37171454],0.25,0.5,0.5,0.75,0.75,0.25,0.185,[0.031 0.185 0.327 0.522 0.902]
133,-0.432,[-0.432],1,[73.6519907],0.25,0.5,0.5,0.75,0.75,0.5,0.28400000000000003,[0.284]
134,-0.628,[-0.936 -0.628 -0.346  0.046  0.802],5,[14.535286   29.3356918  27.4784731  12.1597374   7.66368552],0.25,0.5,0.5,0.75,0.75,0.75,0.186,[0.032 0.186 0.327 0.523 0.901]
135,-0.628,[-0.934 -0.628 -0.346  0.05   0.802],5,[15.0780454  29.6616402  26.864988   12.3091946   8.58194381],0.25,0.5,0.75,0.25,0.25,0.25,0.186,[0.033 0.186 0.327 0.525 0.901]
136,-0.424,[-0.424],1,[79.2044814],0.25,0.5,0.75,0.25,0.25,0.5,0.28800000000000003,[0.288]
137,-0.63,[-0.938 -0.63  -0.35   0.042  0.804],5,[14.8721392  29.9582606  28.2609527  12.3489456   8.54112332],0.25,0.5,0.75,0.25,0.25,0.75,0.185,[0.031 0.185 0.325 0.521 0.902]
138,-0.63,[-0.938 -0.63  -0.358  0.044  0.804],5,[14.7685812  29.9898181  26.4713547  12.4468423   8.44711416],0.25,0.5,0.75,0.25,0.5,0.25,0.185,[0.031 0.185 0.321 0.522 0.902]
139,-0.44,[-0.44],1,[63.2805546],0.25,0.5,0.75,0.25,0.5,0.5,0.28,[0.28]
140,-0.63,[-0.938 -0.63  -0.358  0.044  0.804],5,[14.7685811  29.989818   26.4713551  12.4468422   8.44711419],0.25,0.5,0.75,0.25,0.5,0.75,0.185,[0.031 0.185 0.321 0.522 0.902]
141,-0.63,[-0.938 -0.63  -0.35   0.042  0.804],5,[14.8721368  29.9582613  28.2609533  12.3489455   8.54112326],0.25,0.5,0.75,0.25,0.75,0.25,0.185,[0.031 0.185 0.325 0.521 0.902]
142,-0.424,[-0.424],1,[79.2044734],0.25,0.5,0.75,0.25,0.75,0.5,0.28800000000000003,[0.288]
143,-0.628,[-0.934 -0.628 -0.346  0.05   0.802],5,[15.0778688  29.6619211  26.8653263  12.3091303   8.58191284],0.25,0.5,0.75,0.25,0.75,0.75,0.186,[0.033 0.186 0.327 0.525 0.901]
144,-0.754,[-0.754 -0.69 ],2,[1.6122027  0.46094715],0.25,0.5,0.75,0.5,0.25,0.25,0.123,[0.123 0.155]
145,0.462,[0.462],1,[390.275647],0.25,0.5,0.75,0.5,0.25,0.5,0.731,[0.731]
146,-0.756,[-0.756],1,[0.67429789],0.25,0.5,0.75,0.5,0.25,0.75,0.122,[0.122]
147,-0.756,[-0.756],1,[0.64839859],0.25,0.5,0.75,0.5,0.5,0.25,0.122,[0.122]
148,0.462,[0.462],1,[392.962408],0.25,0.5,0.75,0.5,0.5,0.5,0.731,[0.731]
149,-0.756,[-0.756],1,[0.64839858],0.25,0.5,0.75,0.5,0.5,0.75,0.122,[0.122]
150,-0.756,[-0.756],1,[0.67429769],0.25,0.5,0.75,0.5,0.75,0.25,0.122,[0.122]
151,0.462,[0.462],1,[390.275644],0.25,0.5,0.75,0.5,0.75,0.5,0.731,[0.731]
152,-0.754,[-0.754 -0.69 ],2,[1.61222091 0.46094292],0.25,0.5,0.75,0.5,0.75,0.75,0.123,[0.123 0.155]
153,-0.63,[-0.94  -0.63  -0.348  0.044  0.8  ],5,[14.8589247  29.9439764  28.1421974  12.6250731   8.50174851],0.25,0.5,0.75,0.75,0.25,0.25,0.185,[0.03  0.185 0.326 0.522 0.9  ]
154,-0.428,[-0.428],1,[74.876193],0.25,0.5,0.75,0.75,0.25,0.5,0.28600000000000003,[0.286]
155,-0.638,[-0.94  -0.638 -0.344  0.044  0.802],5,[14.4585314 28.5433396 27.3750546 12.2303091  8.8857773],0.25,0.5,0.75,0.75,0.25,0.75,0.181,[0.03  0.181 0.328 0.522 0.901]
156,-0.632,[-0.938 -0.632 -0.346  0.046  0.804],5,[14.0982492 29.3517332 27.737865  11.7122483  8.1793238],0.25,0.5,0.75,0.75,0.5,0.25,0.184,[0.031 0.184 0.327 0.523 0.902]
157,-0.426,[-0.426],1,[88.0128324],0.25,0.5,0.75,0.75,0.5,0.5,0.28700000000000003,[0.287]
158,-0.632,[-0.938 -0.632 -0.346  0.046  0.804],5,[14.0982441  29.3517211  27.7378526  11.7122349   8.17933162],0.25,0.5,0.75,0.75,0.5,0.75,0.184,[0.031 0.184 0.327 0.523 0.902]
159,-0.638,[-0.94  -0.638 -0.344  0.044  0.802],5,[14.4415456  28.5084484  27.3483651  12.2171413   8.88758937],0.25,0.5,0.75,0.75,0.75,0.25,0.181,[0.03  0.181 0.328 0.522 0.901]
160,-0.428,[-0.428],1,[74.8755482],0.25,0.5,0.75,0.75,0.75,0.5,0.28600000000000003,[0.286]
161,-0.63,[-0.94  -0.63  -0.348  0.044  0.8  ],5,[14.8705195  30.0091269  28.1234723  12.5715915   8.50284095],0.25,0.5,0.75,0.75,0.75,0.75,0.185,[0.03  0.185 0.326 0.522 0.9  ]
162,0.732,"[-0.93  -0.776 -0.702 -0.63  -0.49  -0.422 -0.344 -0.166 -0.084 -0.03
  0.118  0.202  0.27   0.454  0.508  0.582  0.732  0.814  0.86 ]",19,"[1.93379877 5.07133172 6.96098357 3.68071744 6.14422413 6.80589476
 2.03941851 5.73020631 4.4396532  3.79735147 6.1803971  4.09533452
 3.13243102 5.94508321 4.00817993 5.01900552 8.54793555 2.638675
 4.19369335]",0.25,0.75,0.25,0.25,0.25,0.25,0.866,"[0.035 0.112 0.149 0.185 0.255 0.289 0.328 0.417 0.458 0.485 0.559 0.601
 0.635 0.727 0.754 0.791 0.866 0.907 0.93 ]"
163,-0.584,[-0.584 -0.042  0.034  0.598  0.656],5,[22.9577076 11.5818743 14.947489  11.1536789 14.8746844],0.25,0.75,0.25,0.25,0.25,0.5,0.20800000000000002,[0.208 0.479 0.517 0.799 0.828]
164,0.728,"[-0.774 -0.714 -0.628 -0.486 -0.424 -0.344 -0.168 -0.084 -0.032  0.116
  0.202  0.274  0.454  0.502  0.578  0.728  0.812  0.866  0.91 ]",19,"[5.09941002 7.29177907 3.54645063 6.77429973 6.84387212 1.94004128
 5.66311736 4.58486238 3.80081882 6.10967715 4.08531606 3.15638572
 5.9827631  3.95335281 4.36332701 8.44868851 2.43062653 4.19824581
 2.68362067]",0.25,0.75,0.25,0.25,0.25,0.75,0.864,"[0.113 0.143 0.186 0.257 0.288 0.328 0.416 0.458 0.484 0.558 0.601 0.637
 0.727 0.751 0.789 0.864 0.906 0.933 0.955]"
165,0.73,"[-0.928 -0.776 -0.698 -0.638 -0.48  -0.424 -0.168 -0.084 -0.032  0.116
  0.202  0.274  0.456  0.508  0.584  0.73   0.808  0.868  0.91 ]",19,"[1.988907   5.0185794  7.10681583 3.88366895 5.78603957 7.11394727
 5.68010096 4.72604528 3.88564788 6.12255464 4.12444236 3.13925956
 5.93141    4.00457211 5.1531437  8.00915967 2.49591601 3.35129505
 2.63854951]",0.25,0.75,0.25,0.25,0.5,0.25,0.865,"[0.036 0.112 0.151 0.181 0.26  0.288 0.416 0.458 0.484 0.558 0.601 0.637
 0.728 0.754 0.792 0.865 0.904 0.934 0.955]"
166,-0.578,[-0.578 -0.044  0.034  0.6    0.656],5,[23.5308357 11.3690529 14.7745019 11.0684782 14.8175634],0.25,0.75,0.25,0.25,0.5,0.5,0.21100000000000002,[0.211 0.478 0.517 0.8   0.828]
