,Energy,Intensity,k6a1,k6a2,k11,k12,k9a1,k9a2
689,0.734,0.0705862188952756,0.75,0.75,0.5,0.5,0.5,0.75
690,0.734,0.06886571068690642,0.75,0.75,0.5,0.5,0.75,0.25
691,0.9610000000000001,0.14463238170149323,0.75,0.75,0.5,0.5,0.75,0.5
692,0.6,0.06763226517601525,0.75,0.75,0.5,0.5,0.75,0.75
693,0.865,0.021093029633532837,0.75,0.75,0.5,0.75,0.25,0.25
694,0.21300000000000002,0.060724851082719765,0.75,0.75,0.5,0.75,0.25,0.5
695,0.868,0.01909675823573237,0.75,0.75,0.5,0.75,0.25,0.75
696,0.14900000000000002,0.017402739335823956,0.75,0.75,0.5,0.75,0.5,0.25
697,0.21400000000000002,0.054925642916634154,0.75,0.75,0.5,0.75,0.5,0.5
698,0.14900000000000002,0.017403053018260395,0.75,0.75,0.5,0.75,0.5,0.75
699,0.868,0.019079833869621216,0.75,0.75,0.5,0.75,0.75,0.25
700,0.21300000000000002,0.06072291951937885,0.75,0.75,0.5,0.75,0.75,0.5
701,0.865,0.021096114756740312,0.75,0.75,0.5,0.75,0.75,0.75
702,0.868,0.02205241045723024,0.75,0.75,0.75,0.25,0.25,0.25
703,0.21200000000000002,0.06306998334306942,0.75,0.75,0.75,0.25,0.25,0.5
704,0.864,0.02191669867483263,0.75,0.75,0.75,0.25,0.25,0.75
705,0.864,0.02111118655725474,0.75,0.75,0.75,0.25,0.5,0.25
706,0.22099999999999997,0.05863626792879997,0.75,0.75,0.75,0.25,0.5,0.5
707,0.864,0.0211113385911279,0.75,0.75,0.75,0.25,0.5,0.75
708,0.864,0.021838309243701854,0.75,0.75,0.75,0.25,0.75,0.25
709,0.21200000000000002,0.06316756914993589,0.75,0.75,0.75,0.25,0.75,0.5
710,0.868,0.02195474255765334,0.75,0.75,0.75,0.25,0.75,0.75
711,0.755,0.03408554254748866,0.75,0.75,0.75,0.5,0.25,0.25
712,0.9610000000000001,0.1454572764508884,0.75,0.75,0.75,0.5,0.25,0.5
713,0.733,0.06918953700195864,0.75,0.75,0.75,0.5,0.25,0.75
714,0.591,0.06943279246743876,0.75,0.75,0.75,0.5,0.5,0.25
715,0.986,0.07099155698036638,0.75,0.75,0.75,0.5,0.5,0.5
716,0.591,0.0694311506132304,0.75,0.75,0.75,0.5,0.5,0.75
717,0.733,0.06995054327705084,0.75,0.75,0.75,0.5,0.75,0.25
718,0.962,0.14568708378079376,0.75,0.75,0.75,0.5,0.75,0.5
719,0.755,0.03378545969701889,0.75,0.75,0.75,0.5,0.75,0.75
720,0.874,0.020060208863896478,0.75,0.75,0.75,0.75,0.25,0.25
721,0.21300000000000002,0.06054952809616799,0.75,0.75,0.75,0.75,0.25,0.5
722,0.866,0.020155894031715606,0.75,0.75,0.75,0.75,0.25,0.75
723,0.867,0.019606127826097684,0.75,0.75,0.75,0.75,0.5,0.25
724,0.21999999999999997,0.06064386418850896,0.75,0.75,0.75,0.75,0.5,0.5
725,0.867,0.01968867311190337,0.75,0.75,0.75,0.75,0.5,0.75
726,0.866,0.020162395591726983,0.75,0.75,0.75,0.75,0.75,0.25
727,0.21300000000000002,0.060401713270807456,0.75,0.75,0.75,0.75,0.75,0.5
728,0.873,0.020197404073748267,0.75,0.75,0.75,0.75,0.75,0.75
