,main_maximum,all_maxima,no_of_max,k6a1,k6a2,k11,k12,k9a1,k9a2,Energy_highest_max_normalized,Energy_all_max_normalized
355,-0.42,[-0.42],1,0.5,0.5,0.5,0.25,0.5,0.5,0.29000000000000004,[0.29]
356,-0.63,[-0.938 -0.63  -0.414 -0.336  0.046  0.802],6,0.5,0.5,0.5,0.25,0.5,0.75,0.185,[0.031 0.185 0.293 0.332 0.523 0.901]
357,-0.63,[-0.938 -0.63  -0.342  0.044  0.802],5,0.5,0.5,0.5,0.25,0.75,0.25,0.185,[0.031 0.185 0.329 0.522 0.901]
358,-0.424,[-0.424],1,0.5,0.5,0.5,0.25,0.75,0.5,0.28800000000000003,[0.288]
359,-0.632,[-0.94  -0.632 -0.35   0.04   0.796],5,0.5,0.5,0.5,0.25,0.75,0.75,0.184,[0.03  0.184 0.325 0.52  0.898]
360,-0.704,[-0.704],1,0.5,0.5,0.5,0.5,0.25,0.25,0.14800000000000002,[0.148]
361,0.462,[0.462],1,0.5,0.5,0.5,0.5,0.25,0.5,0.731,[0.731]
362,-0.754,[-0.754],1,0.5,0.5,0.5,0.5,0.25,0.75,0.123,[0.123]
363,-0.758,[-0.758],1,0.5,0.5,0.5,0.5,0.5,0.25,0.121,[0.121]
364,0.478,[0.478],1,0.5,0.5,0.5,0.5,0.5,0.5,0.739,[0.739]
365,-0.758,[-0.758],1,0.5,0.5,0.5,0.5,0.5,0.75,0.121,[0.121]
366,-0.754,[-0.754],1,0.5,0.5,0.5,0.5,0.75,0.25,0.123,[0.123]
367,0.462,[0.462],1,0.5,0.5,0.5,0.5,0.75,0.5,0.731,[0.731]
368,-0.706,[-0.706],1,0.5,0.5,0.5,0.5,0.75,0.75,0.14700000000000002,[0.147]
369,-0.632,[-0.938 -0.632 -0.35   0.042  0.794],5,0.5,0.5,0.5,0.75,0.25,0.25,0.184,[0.031 0.184 0.325 0.521 0.897]
370,-0.424,[-0.424],1,0.5,0.5,0.5,0.75,0.25,0.5,0.28800000000000003,[0.288]
371,-0.63,[-0.938 -0.63  -0.342  0.044  0.802],5,0.5,0.5,0.5,0.75,0.25,0.75,0.185,[0.031 0.185 0.329 0.522 0.901]
372,-0.63,[-0.938 -0.63  -0.414 -0.336  0.046  0.802],6,0.5,0.5,0.5,0.75,0.5,0.25,0.185,[0.031 0.185 0.293 0.332 0.523 0.901]
373,-0.42,[-0.42],1,0.5,0.5,0.5,0.75,0.5,0.5,0.29000000000000004,[0.29]
374,-0.63,[-0.938 -0.63  -0.414 -0.336  0.046  0.802],6,0.5,0.5,0.5,0.75,0.5,0.75,0.185,[0.031 0.185 0.293 0.332 0.523 0.901]
375,-0.63,[-0.938 -0.63  -0.342  0.044  0.802],5,0.5,0.5,0.5,0.75,0.75,0.25,0.185,[0.031 0.185 0.329 0.522 0.901]
376,-0.424,[-0.424],1,0.5,0.5,0.5,0.75,0.75,0.5,0.28800000000000003,[0.288]
377,-0.63,[-0.938 -0.63  -0.35   0.042  0.792],5,0.5,0.5,0.5,0.75,0.75,0.75,0.185,[0.031 0.185 0.325 0.521 0.896]
378,-0.632,[-0.94  -0.632 -0.35   0.044  0.802],5,0.5,0.5,0.75,0.25,0.25,0.25,0.184,[0.03  0.184 0.325 0.522 0.901]
379,-0.422,[-0.422],1,0.5,0.5,0.75,0.25,0.25,0.5,0.28900000000000003,[0.289]
380,-0.63,[-0.938 -0.63  -0.352  0.046  0.804],5,0.5,0.5,0.75,0.25,0.25,0.75,0.185,[0.031 0.185 0.324 0.523 0.902]
381,-0.63,[-0.938 -0.63  -0.35   0.058  0.804],5,0.5,0.5,0.75,0.25,0.5,0.25,0.185,[0.031 0.185 0.325 0.529 0.902]
382,-0.426,[-0.426],1,0.5,0.5,0.75,0.25,0.5,0.5,0.28700000000000003,[0.287]
383,-0.63,[-0.938 -0.63  -0.35   0.058  0.804],5,0.5,0.5,0.75,0.25,0.5,0.75,0.185,[0.031 0.185 0.325 0.529 0.902]
384,-0.63,[-0.938 -0.63  -0.352  0.046  0.804],5,0.5,0.5,0.75,0.25,0.75,0.25,0.185,[0.031 0.185 0.324 0.523 0.902]
385,-0.422,[-0.422],1,0.5,0.5,0.75,0.25,0.75,0.5,0.28900000000000003,[0.289]
386,-0.632,[-0.938 -0.632 -0.35   0.042  0.802],5,0.5,0.5,0.75,0.25,0.75,0.75,0.184,[0.031 0.184 0.325 0.521 0.901]
387,-0.806,[-0.884 -0.806 -0.736 -0.692 -0.442 -0.026  0.386],7,0.5,0.5,0.75,0.5,0.25,0.25,0.09699999999999998,[0.058 0.097 0.132 0.154 0.279 0.487 0.693]
388,0.462,[0.462],1,0.5,0.5,0.75,0.5,0.25,0.5,0.731,[0.731]
389,-0.756,[-0.756],1,0.5,0.5,0.75,0.5,0.25,0.75,0.122,[0.122]
390,-0.758,[-0.758],1,0.5,0.5,0.75,0.5,0.5,0.25,0.121,[0.121]
391,0.51,[0.348 0.446 0.51 ],3,0.5,0.5,0.75,0.5,0.5,0.5,0.755,[0.674 0.723 0.755]
392,-0.758,[-0.758],1,0.5,0.5,0.75,0.5,0.5,0.75,0.121,[0.121]
393,-0.756,[-0.756],1,0.5,0.5,0.75,0.5,0.75,0.25,0.122,[0.122]
394,0.462,[0.462],1,0.5,0.5,0.75,0.5,0.75,0.5,0.731,[0.731]
395,-0.812,[-0.884 -0.812 -0.746 -0.724 -0.692 -0.664 -0.442 -0.03  -0.012  0.386],10,0.5,0.5,0.75,0.5,0.75,0.75,0.09399999999999997,[0.058 0.094 0.127 0.138 0.154 0.168 0.279 0.485 0.494 0.693]
396,-0.612,[-0.922 -0.612 -0.332  0.06   0.818],5,0.5,0.5,0.75,0.75,0.25,0.25,0.194,[0.039 0.194 0.334 0.53  0.909]
397,-0.426,[-0.426],1,0.5,0.5,0.75,0.75,0.25,0.5,0.28700000000000003,[0.287]
398,-0.63,[-0.938 -0.63  -0.346  0.046  0.806],5,0.5,0.5,0.75,0.75,0.25,0.75,0.185,[0.031 0.185 0.327 0.523 0.903]
399,-0.636,[-0.94  -0.636 -0.346  0.044  0.8  ],5,0.5,0.5,0.75,0.75,0.5,0.25,0.182,[0.03  0.182 0.327 0.522 0.9  ]
400,-0.412,[-0.412],1,0.5,0.5,0.75,0.75,0.5,0.5,0.29400000000000004,[0.294]
401,-0.634,[-0.94  -0.634 -0.346  0.046  0.8  ],5,0.5,0.5,0.75,0.75,0.5,0.75,0.183,[0.03  0.183 0.327 0.523 0.9  ]
402,-0.632,[-0.938 -0.632 -0.346  0.046  0.802],5,0.5,0.5,0.75,0.75,0.75,0.25,0.184,[0.031 0.184 0.327 0.523 0.901]
403,-0.426,[-0.426],1,0.5,0.5,0.75,0.75,0.75,0.5,0.28700000000000003,[0.287]
404,-0.612,[-0.922 -0.612 -0.332  0.06   0.816],5,0.5,0.5,0.75,0.75,0.75,0.75,0.194,[0.039 0.194 0.334 0.53  0.908]
405,0.732,"[-0.93  -0.784 -0.7   -0.632 -0.502 -0.42  -0.166 -0.106 -0.082 -0.028
  0.118  0.202  0.256  0.454  0.51   0.572  0.732  0.852  0.892]",19,0.5,0.75,0.25,0.25,0.25,0.25,0.866,"[0.035 0.108 0.15  0.184 0.249 0.29  0.417 0.447 0.459 0.486 0.559 0.601
 0.628 0.727 0.755 0.786 0.866 0.926 0.946]"
406,-0.572,[-0.572 -0.052  0.036  0.6    0.658],5,0.5,0.75,0.25,0.25,0.25,0.5,0.21400000000000002,[0.214 0.474 0.518 0.8   0.829]
407,-0.706,"[-0.918 -0.78  -0.706 -0.628 -0.492 -0.42  -0.344 -0.176 -0.086 -0.028
  0.118  0.196  0.268  0.454  0.506  0.576  0.742  0.86   0.906]",19,0.5,0.75,0.25,0.25,0.25,0.75,0.14700000000000002,"[0.041 0.11  0.147 0.186 0.254 0.29  0.328 0.412 0.457 0.486 0.559 0.598
 0.634 0.727 0.753 0.788 0.871 0.93  0.953]"
408,0.728,"[-0.918 -0.776 -0.704 -0.626 -0.484 -0.424 -0.342 -0.164 -0.084 -0.032
  0.118  0.2    0.274  0.454  0.506  0.58   0.728  0.868  0.906]",19,0.5,0.75,0.25,0.25,0.5,0.25,0.864,"[0.041 0.112 0.148 0.187 0.258 0.288 0.329 0.418 0.458 0.484 0.559 0.6
 0.637 0.727 0.753 0.79  0.864 0.934 0.953]"
409,-0.588,[-0.588 -0.042  0.036  0.6    0.654],5,0.5,0.75,0.25,0.25,0.5,0.5,0.20600000000000002,[0.206 0.479 0.518 0.8   0.827]
410,0.728,"[-0.92  -0.776 -0.704 -0.628 -0.484 -0.424 -0.342 -0.164 -0.084 -0.032
  0.116  0.2    0.274  0.454  0.506  0.58   0.728  0.868  0.908]",19,0.5,0.75,0.25,0.25,0.5,0.75,0.864,"[0.04  0.112 0.148 0.186 0.258 0.288 0.329 0.418 0.458 0.484 0.558 0.6
 0.637 0.727 0.753 0.79  0.864 0.934 0.954]"
411,-0.706,"[-0.92  -0.778 -0.706 -0.628 -0.49  -0.42  -0.344 -0.176 -0.088 -0.028
  0.118  0.196  0.266  0.454  0.506  0.576  0.742  0.86   0.904]",19,0.5,0.75,0.25,0.25,0.75,0.25,0.14700000000000002,"[0.04  0.111 0.147 0.186 0.255 0.29  0.328 0.412 0.456 0.486 0.559 0.598
 0.633 0.727 0.753 0.788 0.871 0.93  0.952]"
412,-0.572,[-0.572 -0.052  0.036  0.6    0.658],5,0.5,0.75,0.25,0.25,0.75,0.5,0.21400000000000002,[0.214 0.474 0.518 0.8   0.829]
413,0.732,"[-0.932 -0.784 -0.7   -0.632 -0.502 -0.42  -0.166 -0.108 -0.084 -0.028
  0.118  0.202  0.256  0.454  0.51   0.57   0.732  0.852  0.892]",19,0.5,0.75,0.25,0.25,0.75,0.75,0.866,"[0.034 0.108 0.15  0.184 0.249 0.29  0.417 0.446 0.458 0.486 0.559 0.601
 0.628 0.727 0.755 0.785 0.866 0.926 0.946]"
414,0.184,[-0.122  0.184  0.466  0.808  0.858],5,0.5,0.75,0.25,0.5,0.25,0.25,0.592,[0.439 0.592 0.733 0.904 0.929]
415,0.924,[-0.836  0.924],2,0.5,0.75,0.25,0.5,0.25,0.5,0.962,[0.082 0.962]
416,0.464,[-0.126  0.182  0.464  0.808  0.854],5,0.5,0.75,0.25,0.5,0.25,0.75,0.732,[0.437 0.591 0.732 0.904 0.927]
417,0.18,[-0.126  0.18   0.466  0.81   0.854],5,0.5,0.75,0.25,0.5,0.5,0.25,0.59,[0.437 0.59  0.733 0.905 0.927]
418,0.928,[-0.84   0.928],2,0.5,0.75,0.25,0.5,0.5,0.5,0.964,[0.08  0.964]
419,0.18,[-0.126  0.18   0.466  0.81   0.854],5,0.5,0.75,0.25,0.5,0.5,0.75,0.59,[0.437 0.59  0.733 0.905 0.927]
420,0.464,[-0.126  0.182  0.464  0.808  0.854],5,0.5,0.75,0.25,0.5,0.75,0.25,0.732,[0.437 0.591 0.732 0.904 0.927]
421,0.924,[-0.836  0.924],2,0.5,0.75,0.25,0.5,0.75,0.5,0.962,[0.082 0.962]
422,0.184,[-0.124  0.184  0.466  0.808  0.858],5,0.5,0.75,0.25,0.5,0.75,0.75,0.592,[0.438 0.592 0.733 0.904 0.929]
423,0.732,"[-0.926 -0.774 -0.706 -0.63  -0.488 -0.426 -0.342 -0.17  -0.072 -0.034
  0.114  0.214  0.274  0.456  0.504  0.584  0.732  0.818  0.862]",19,0.5,0.75,0.25,0.75,0.25,0.25,0.866,"[0.037 0.113 0.147 0.185 0.256 0.287 0.329 0.415 0.464 0.483 0.557 0.607
 0.637 0.728 0.752 0.792 0.866 0.909 0.931]"
424,-0.572,[-0.572 -0.046  0.034  0.596  0.658],5,0.5,0.75,0.25,0.75,0.25,0.5,0.21400000000000002,[0.214 0.477 0.517 0.798 0.829]
425,0.73,"[-0.93  -0.774 -0.704 -0.628 -0.488 -0.424 -0.34  -0.17  -0.086 -0.032
  0.118  0.204  0.258  0.456  0.506  0.586  0.73   0.812  0.864  0.91 ]",20,0.5,0.75,0.25,0.75,0.25,0.75,0.865,"[0.035 0.113 0.148 0.186 0.256 0.288 0.33  0.415 0.457 0.484 0.559 0.602
 0.629 0.728 0.753 0.793 0.865 0.906 0.932 0.955]"
426,0.73,"[-0.932 -0.774 -0.706 -0.628 -0.488 -0.424 -0.34  -0.17  -0.086 -0.032
  0.12   0.142  0.204  0.274  0.456  0.508  0.586  0.73   0.812  0.864
  0.91 ]",21,0.5,0.75,0.25,0.75,0.5,0.25,0.865,"[0.034 0.113 0.147 0.186 0.256 0.288 0.33  0.415 0.457 0.484 0.56  0.571
 0.602 0.637 0.728 0.754 0.793 0.865 0.906 0.932 0.955]"
427,-0.586,[-0.586 -0.048  0.04   0.582  0.658],5,0.5,0.75,0.25,0.75,0.5,0.5,0.20700000000000002,[0.207 0.476 0.52  0.791 0.829]
428,0.73,"[-0.932 -0.774 -0.706 -0.628 -0.488 -0.424 -0.34  -0.17  -0.086 -0.032
  0.12   0.142  0.204  0.274  0.456  0.508  0.586  0.73   0.812  0.864
  0.91 ]",21,0.5,0.75,0.25,0.75,0.5,0.75,0.865,"[0.034 0.113 0.147 0.186 0.256 0.288 0.33  0.415 0.457 0.484 0.56  0.571
 0.602 0.637 0.728 0.754 0.793 0.865 0.906 0.932 0.955]"
429,0.73,"[-0.93  -0.774 -0.704 -0.628 -0.488 -0.424 -0.34  -0.17  -0.086 -0.032
  0.118  0.204  0.258  0.456  0.506  0.586  0.73   0.812  0.864  0.91 ]",20,0.5,0.75,0.25,0.75,0.75,0.25,0.865,"[0.035 0.113 0.148 0.186 0.256 0.288 0.33  0.415 0.457 0.484 0.559 0.602
 0.629 0.728 0.753 0.793 0.865 0.906 0.932 0.955]"
430,-0.572,[-0.572 -0.046  0.034  0.596  0.658],5,0.5,0.75,0.25,0.75,0.75,0.5,0.21400000000000002,[0.214 0.477 0.517 0.798 0.829]
431,0.732,"[-0.928 -0.774 -0.706 -0.632 -0.488 -0.426 -0.342 -0.17  -0.096 -0.072
 -0.034  0.114  0.214  0.274  0.456  0.502  0.584  0.732  0.864]",19,0.5,0.75,0.25,0.75,0.75,0.75,0.866,"[0.036 0.113 0.147 0.184 0.256 0.287 0.329 0.415 0.452 0.464 0.483 0.557
 0.607 0.637 0.728 0.751 0.792 0.866 0.932]"
432,0.732,"[-0.924 -0.774 -0.706 -0.632 -0.488 -0.424 -0.34  -0.162 -0.086 -0.034
  0.122  0.2    0.274  0.456  0.51   0.586  0.732  0.864]",18,0.5,0.75,0.5,0.25,0.25,0.25,0.866,"[0.038 0.113 0.147 0.184 0.256 0.288 0.33  0.419 0.457 0.483 0.561 0.6
 0.637 0.728 0.755 0.793 0.866 0.932]"
433,-0.574,[-0.574 -0.046  0.032  0.598  0.658],5,0.5,0.75,0.5,0.25,0.25,0.5,0.21300000000000002,[0.213 0.477 0.516 0.799 0.829]
434,0.73,"[-0.932 -0.774 -0.702 -0.628 -0.488 -0.424 -0.34  -0.17  -0.084 -0.034
  0.116  0.206  0.274  0.456  0.506  0.588  0.73   0.81   0.864  0.908]",20,0.5,0.75,0.5,0.25,0.25,0.75,0.865,"[0.034 0.113 0.149 0.186 0.256 0.288 0.33  0.415 0.458 0.483 0.558 0.603
 0.637 0.728 0.753 0.794 0.865 0.905 0.932 0.954]"
435,0.73,"[-0.93  -0.774 -0.706 -0.628 -0.488 -0.424 -0.338 -0.176 -0.08  -0.032
  0.116  0.202  0.274  0.456  0.506  0.586  0.73   0.81   0.864  0.908]",20,0.5,0.75,0.5,0.25,0.5,0.25,0.865,"[0.035 0.113 0.147 0.186 0.256 0.288 0.331 0.412 0.46  0.484 0.558 0.601
 0.637 0.728 0.753 0.793 0.865 0.905 0.932 0.954]"
436,-0.592,[-0.592 -0.046  0.034  0.602  0.66 ],5,0.5,0.75,0.5,0.25,0.5,0.5,0.20400000000000001,[0.204 0.477 0.517 0.801 0.83 ]
437,0.73,"[-0.93  -0.774 -0.706 -0.628 -0.488 -0.424 -0.338 -0.176 -0.08  -0.032
  0.116  0.202  0.274  0.456  0.506  0.586  0.73   0.81   0.864  0.908]",20,0.5,0.75,0.5,0.25,0.5,0.75,0.865,"[0.035 0.113 0.147 0.186 0.256 0.288 0.331 0.412 0.46  0.484 0.558 0.601
 0.637 0.728 0.753 0.793 0.865 0.905 0.932 0.954]"
438,0.73,"[-0.932 -0.774 -0.702 -0.628 -0.488 -0.424 -0.34  -0.17  -0.084 -0.034
  0.116  0.206  0.274  0.456  0.506  0.588  0.73   0.81   0.864  0.908]",20,0.5,0.75,0.5,0.25,0.75,0.25,0.865,"[0.034 0.113 0.149 0.186 0.256 0.288 0.33  0.415 0.458 0.483 0.558 0.603
 0.637 0.728 0.753 0.794 0.865 0.905 0.932 0.954]"
439,-0.574,[-0.574 -0.046  0.032  0.598  0.658],5,0.5,0.75,0.5,0.25,0.75,0.5,0.21300000000000002,[0.213 0.477 0.516 0.799 0.829]
440,0.732,"[-0.924 -0.774 -0.706 -0.632 -0.488 -0.424 -0.34  -0.162 -0.086 -0.034
  0.122  0.2    0.274  0.456  0.51   0.544  0.584  0.732  0.864]",19,0.5,0.75,0.5,0.25,0.75,0.75,0.866,"[0.038 0.113 0.147 0.184 0.256 0.288 0.33  0.419 0.457 0.483 0.561 0.6
 0.637 0.728 0.755 0.772 0.792 0.866 0.932]"
441,0.47,[-0.12   0.188  0.47   0.806  0.858],5,0.5,0.75,0.5,0.5,0.25,0.25,0.735,[0.44  0.594 0.735 0.903 0.929]
442,0.924,[-0.842  0.924],2,0.5,0.75,0.5,0.5,0.25,0.5,0.962,[0.079 0.962]
443,0.472,[-0.12   0.184  0.472  0.808  0.86 ],5,0.5,0.75,0.5,0.5,0.25,0.75,0.736,[0.44  0.592 0.736 0.904 0.93 ]
444,0.466,[-0.126  0.186  0.466  0.808  0.854],5,0.5,0.75,0.5,0.5,0.5,0.25,0.733,[0.437 0.593 0.733 0.904 0.927]
445,0.926,[-0.832  0.926],2,0.5,0.75,0.5,0.5,0.5,0.5,0.9630000000000001,[0.084 0.963]
446,0.466,[-0.128  0.184  0.466  0.808  0.854],5,0.5,0.75,0.5,0.5,0.5,0.75,0.733,[0.436 0.592 0.733 0.904 0.927]
447,0.472,[-0.12   0.184  0.472  0.808  0.86 ],5,0.5,0.75,0.5,0.5,0.75,0.25,0.736,[0.44  0.592 0.736 0.904 0.93 ]
448,0.924,[-0.842  0.924],2,0.5,0.75,0.5,0.5,0.75,0.5,0.962,[0.079 0.962]
449,0.47,[-0.12   0.188  0.47   0.806  0.858],5,0.5,0.75,0.5,0.5,0.75,0.75,0.735,[0.44  0.594 0.735 0.903 0.929]
450,0.732,"[-0.924 -0.774 -0.706 -0.632 -0.488 -0.424 -0.34  -0.162 -0.086 -0.034
  0.122  0.2    0.274  0.456  0.51   0.586  0.732  0.864]",18,0.5,0.75,0.5,0.75,0.25,0.25,0.866,"[0.038 0.113 0.147 0.184 0.256 0.288 0.33  0.419 0.457 0.483 0.561 0.6
 0.637 0.728 0.755 0.793 0.866 0.932]"
451,-0.574,[-0.574 -0.046  0.032  0.598  0.658],5,0.5,0.75,0.5,0.75,0.25,0.5,0.21300000000000002,[0.213 0.477 0.516 0.799 0.829]
452,0.73,"[-0.932 -0.774 -0.702 -0.628 -0.488 -0.424 -0.34  -0.17  -0.084 -0.034
  0.116  0.206  0.274  0.456  0.506  0.588  0.73   0.81   0.864  0.908]",20,0.5,0.75,0.5,0.75,0.25,0.75,0.865,"[0.034 0.113 0.149 0.186 0.256 0.288 0.33  0.415 0.458 0.483 0.558 0.603
 0.637 0.728 0.753 0.794 0.865 0.905 0.932 0.954]"
453,0.73,"[-0.93  -0.774 -0.706 -0.628 -0.488 -0.424 -0.338 -0.176 -0.08  -0.032
  0.116  0.202  0.274  0.456  0.506  0.586  0.73   0.81   0.864  0.908]",20,0.5,0.75,0.5,0.75,0.5,0.25,0.865,"[0.035 0.113 0.147 0.186 0.256 0.288 0.331 0.412 0.46  0.484 0.558 0.601
 0.637 0.728 0.753 0.793 0.865 0.905 0.932 0.954]"
454,-0.592,[-0.592 -0.046  0.034  0.602  0.66 ],5,0.5,0.75,0.5,0.75,0.5,0.5,0.20400000000000001,[0.204 0.477 0.517 0.801 0.83 ]
455,0.73,"[-0.93  -0.774 -0.706 -0.628 -0.488 -0.424 -0.338 -0.176 -0.08  -0.032
  0.116  0.202  0.274  0.456  0.506  0.586  0.73   0.81   0.864  0.908]",20,0.5,0.75,0.5,0.75,0.5,0.75,0.865,"[0.035 0.113 0.147 0.186 0.256 0.288 0.331 0.412 0.46  0.484 0.558 0.601
 0.637 0.728 0.753 0.793 0.865 0.905 0.932 0.954]"
456,0.73,"[-0.932 -0.774 -0.702 -0.628 -0.488 -0.424 -0.34  -0.17  -0.084 -0.034
  0.116  0.206  0.274  0.456  0.506  0.588  0.73   0.81   0.864  0.908]",20,0.5,0.75,0.5,0.75,0.75,0.25,0.865,"[0.034 0.113 0.149 0.186 0.256 0.288 0.33  0.415 0.458 0.483 0.558 0.603
 0.637 0.728 0.753 0.794 0.865 0.905 0.932 0.954]"
457,-0.574,[-0.574 -0.046  0.032  0.598  0.658],5,0.5,0.75,0.5,0.75,0.75,0.5,0.21300000000000002,[0.213 0.477 0.516 0.799 0.829]
458,0.732,"[-0.924 -0.774 -0.706 -0.632 -0.488 -0.424 -0.34  -0.162 -0.086 -0.034
  0.122  0.2    0.274  0.456  0.51   0.544  0.586  0.732  0.864]",19,0.5,0.75,0.5,0.75,0.75,0.75,0.866,"[0.038 0.113 0.147 0.184 0.256 0.288 0.33  0.419 0.457 0.483 0.561 0.6
 0.637 0.728 0.755 0.772 0.793 0.866 0.932]"
459,0.732,"[-0.926 -0.774 -0.706 -0.63  -0.488 -0.426 -0.344 -0.17  -0.096 -0.072
 -0.034  0.114  0.214  0.274  0.456  0.504  0.584  0.732  0.82   0.864]",20,0.5,0.75,0.75,0.25,0.25,0.25,0.866,"[0.037 0.113 0.147 0.185 0.256 0.287 0.328 0.415 0.452 0.464 0.483 0.557
 0.607 0.637 0.728 0.752 0.792 0.866 0.91  0.932]"
460,-0.572,[-0.572 -0.046  0.034  0.596  0.658],5,0.5,0.75,0.75,0.25,0.25,0.5,0.21400000000000002,[0.214 0.477 0.517 0.798 0.829]
461,0.73,"[-0.93  -0.774 -0.704 -0.628 -0.488 -0.424 -0.34  -0.17  -0.086 -0.032
  0.118  0.204  0.258  0.456  0.506  0.586  0.73   0.812  0.864  0.91 ]",20,0.5,0.75,0.75,0.25,0.25,0.75,0.865,"[0.035 0.113 0.148 0.186 0.256 0.288 0.33  0.415 0.457 0.484 0.559 0.602
 0.629 0.728 0.753 0.793 0.865 0.906 0.932 0.955]"
462,0.73,"[-0.932 -0.774 -0.706 -0.628 -0.488 -0.424 -0.34  -0.17  -0.086 -0.032
  0.12   0.142  0.204  0.274  0.456  0.508  0.586  0.73   0.812  0.864
  0.91 ]",21,0.5,0.75,0.75,0.25,0.5,0.25,0.865,"[0.034 0.113 0.147 0.186 0.256 0.288 0.33  0.415 0.457 0.484 0.56  0.571
 0.602 0.637 0.728 0.754 0.793 0.865 0.906 0.932 0.955]"
463,-0.586,[-0.586 -0.048  0.04   0.582  0.658],5,0.5,0.75,0.75,0.25,0.5,0.5,0.20700000000000002,[0.207 0.476 0.52  0.791 0.829]
464,0.73,"[-0.932 -0.774 -0.706 -0.628 -0.488 -0.424 -0.34  -0.17  -0.086 -0.032
  0.12   0.142  0.204  0.274  0.456  0.508  0.586  0.73   0.812  0.864
  0.91 ]",21,0.5,0.75,0.75,0.25,0.5,0.75,0.865,"[0.034 0.113 0.147 0.186 0.256 0.288 0.33  0.415 0.457 0.484 0.56  0.571
 0.602 0.637 0.728 0.754 0.793 0.865 0.906 0.932 0.955]"
465,0.73,"[-0.93  -0.774 -0.704 -0.628 -0.488 -0.424 -0.34  -0.17  -0.086 -0.032
  0.118  0.204  0.258  0.456  0.506  0.586  0.73   0.812  0.864  0.91 ]",20,0.5,0.75,0.75,0.25,0.75,0.25,0.865,"[0.035 0.113 0.148 0.186 0.256 0.288 0.33  0.415 0.457 0.484 0.559 0.602
 0.629 0.728 0.753 0.793 0.865 0.906 0.932 0.955]"
466,-0.572,[-0.572 -0.046  0.034  0.596  0.658],5,0.5,0.75,0.75,0.25,0.75,0.5,0.21400000000000002,[0.214 0.477 0.517 0.798 0.829]
467,0.732,"[-0.926 -0.774 -0.706 -0.632 -0.488 -0.426 -0.17  -0.094 -0.072 -0.034
  0.114  0.214  0.274  0.456  0.502  0.584  0.732  0.82   0.864  0.908]",20,0.5,0.75,0.75,0.25,0.75,0.75,0.866,"[0.037 0.113 0.147 0.184 0.256 0.287 0.415 0.453 0.464 0.483 0.557 0.607
 0.637 0.728 0.751 0.792 0.866 0.91  0.932 0.954]"
468,0.184,[-0.124  0.184  0.466  0.808  0.858],5,0.5,0.75,0.75,0.5,0.25,0.25,0.592,[0.438 0.592 0.733 0.904 0.929]
469,0.924,[-0.836  0.924],2,0.5,0.75,0.75,0.5,0.25,0.5,0.962,[0.082 0.962]
470,0.464,[-0.126  0.182  0.464  0.808  0.854],5,0.5,0.75,0.75,0.5,0.25,0.75,0.732,[0.437 0.591 0.732 0.904 0.927]
471,0.18,[-0.126  0.18   0.466  0.81   0.854],5,0.5,0.75,0.75,0.5,0.5,0.25,0.59,[0.437 0.59  0.733 0.905 0.927]
472,0.928,[-0.838  0.928],2,0.5,0.75,0.75,0.5,0.5,0.5,0.964,[0.081 0.964]
473,0.18,[-0.126  0.18   0.466  0.81   0.854],5,0.5,0.75,0.75,0.5,0.5,0.75,0.59,[0.437 0.59  0.733 0.905 0.927]
474,0.464,[-0.126  0.182  0.464  0.808  0.854],5,0.5,0.75,0.75,0.5,0.75,0.25,0.732,[0.437 0.591 0.732 0.904 0.927]
475,0.924,[-0.836  0.924],2,0.5,0.75,0.75,0.5,0.75,0.5,0.962,[0.082 0.962]
476,0.184,[-0.124  0.184  0.466  0.808  0.858],5,0.5,0.75,0.75,0.5,0.75,0.75,0.592,[0.438 0.592 0.733 0.904 0.929]
477,0.732,"[-0.93  -0.784 -0.7   -0.632 -0.502 -0.42  -0.166 -0.106 -0.082 -0.028
  0.118  0.202  0.256  0.454  0.51   0.57   0.732  0.852  0.892]",19,0.5,0.75,0.75,0.75,0.25,0.25,0.866,"[0.035 0.108 0.15  0.184 0.249 0.29  0.417 0.447 0.459 0.486 0.559 0.601
 0.628 0.727 0.755 0.785 0.866 0.926 0.946]"
478,-0.572,[-0.572 -0.052  0.036  0.6    0.658],5,0.5,0.75,0.75,0.75,0.25,0.5,0.21400000000000002,[0.214 0.474 0.518 0.8   0.829]
479,-0.706,"[-0.924 -0.78  -0.706 -0.628 -0.492 -0.418 -0.346 -0.176 -0.084 -0.028
  0.118  0.198  0.264  0.454  0.508  0.576  0.738  0.858  0.902]",19,0.5,0.75,0.75,0.75,0.25,0.75,0.14700000000000002,"[0.038 0.11  0.147 0.186 0.254 0.291 0.327 0.412 0.458 0.486 0.559 0.599
 0.632 0.727 0.754 0.788 0.869 0.929 0.951]"
480,0.728,"[-0.92  -0.776 -0.704 -0.626 -0.484 -0.424 -0.342 -0.164 -0.084 -0.032
  0.116  0.2    0.274  0.454  0.504  0.58   0.728  0.868  0.906]",19,0.5,0.75,0.75,0.75,0.5,0.25,0.864,"[0.04  0.112 0.148 0.187 0.258 0.288 0.329 0.418 0.458 0.484 0.558 0.6
 0.637 0.727 0.752 0.79  0.864 0.934 0.953]"
481,-0.588,[-0.588 -0.042  0.036  0.6    0.654],5,0.5,0.75,0.75,0.75,0.5,0.5,0.20600000000000002,[0.206 0.479 0.518 0.8   0.827]
