,,Energy,Intensity
spectrum220,0,-0.69,3.65616444
spectrum220,1,-0.578,23.7377204
spectrum220,2,-0.28,2.72450913
spectrum220,3,-0.046,11.338059199999998
spectrum220,4,0.032,15.2617521
spectrum220,5,0.6,11.647815800000002
spectrum220,6,0.65,15.052006599999999
spectrum221,0,-0.932,1.92646864
spectrum221,1,-0.872,1.23116447
spectrum221,2,-0.774,5.14389334
spectrum221,3,-0.706,7.10354908
spectrum221,4,-0.632,3.6579693
spectrum221,5,-0.488,6.60509038
spectrum221,6,-0.424,6.84005574
spectrum221,7,-0.336,2.05320919
spectrum221,8,-0.29,2.51572422
spectrum221,9,-0.182,3.00054506
spectrum221,10,-0.098,4.84234394
spectrum221,11,-0.088,4.84742214
spectrum221,12,-0.032,3.92922253
spectrum221,13,0.118,6.20975421
spectrum221,14,0.2,4.14882613
spectrum221,15,0.276,3.12802717
spectrum221,16,0.456,5.92998537
spectrum221,17,0.506,4.00386345
spectrum221,18,0.586,4.94223055
spectrum221,19,0.73,8.08722224
spectrum221,20,0.81,2.58114704
spectrum221,21,0.864,4.19938425
spectrum221,22,0.908,2.45933982
spectrum222,0,-0.876,1.25309356
spectrum222,1,-0.774,5.12441175
spectrum222,2,-0.704,6.81990197
spectrum222,3,-0.628,3.6502852
spectrum222,4,-0.488,6.49979466
spectrum222,5,-0.424,6.81307323
spectrum222,6,-0.34,1.99685467
spectrum222,7,-0.262,1.29130452
spectrum222,8,-0.17,5.78618417
spectrum222,9,-0.084,4.45620865
spectrum222,10,-0.032,3.8178815
spectrum222,11,0.116,6.18249054
spectrum222,12,0.2,4.09964798
spectrum222,13,0.272,3.13980776
spectrum222,14,0.456,5.93737617
spectrum222,15,0.506,3.99048112
spectrum222,16,0.586,5.11388602
spectrum222,17,0.73,8.18599315
spectrum222,18,0.81,2.56045422
spectrum222,19,0.864,4.19686002
spectrum222,20,0.91,2.50295726
spectrum223,0,-0.69,3.96648824
spectrum223,1,-0.582,23.2287109
spectrum223,2,-0.28,2.66447233
spectrum223,3,-0.046,11.2159538
spectrum223,4,0.032,15.0684807
spectrum223,5,0.6,11.0627879
spectrum223,6,0.66,14.7552307
spectrum224,0,-0.876,1.24366783
spectrum224,1,-0.774,5.15274412
spectrum224,2,-0.706,7.00930708
spectrum224,3,-0.63,3.68412225
spectrum224,4,-0.488,6.25668173
spectrum224,5,-0.424,6.83480764
spectrum224,6,-0.34,2.00638528
spectrum224,7,-0.266,1.27614214
spectrum224,8,-0.164,5.7158708
spectrum224,9,-0.084,4.56998716
spectrum224,10,-0.032,3.78120574
spectrum224,11,0.12,6.24883529
spectrum224,12,0.202,4.14539825
spectrum224,13,0.274,3.18395643
spectrum224,14,0.456,5.94272662
spectrum224,15,0.51,4.0570348
spectrum224,16,0.586,5.16893511
spectrum224,17,0.732,8.40000875
spectrum224,18,0.81,2.56088073
spectrum224,19,0.864,4.2127765
spectrum225,0,-0.626,4.1667037
spectrum225,1,-0.318,4.37668596
spectrum225,2,-0.134,12.086509800000002
spectrum225,3,-0.036,4.68910258
spectrum225,4,0.176,24.996874
spectrum225,5,0.358,3.09464315
spectrum225,6,0.46,24.818047500000002
spectrum225,7,0.808,15.495210199999999
spectrum225,8,0.848,12.641287199999999
spectrum226,0,-0.83,15.8712934
spectrum226,1,0.926,53.01578860000001
spectrum227,0,-0.616,4.21384982
spectrum227,1,-0.318,4.3341402
spectrum227,2,-0.128,13.596557699999998
spectrum227,3,-0.038,4.95685419
spectrum227,4,0.182,27.216081899999995
spectrum227,5,0.356,3.29536467
spectrum227,6,0.468,27.446934999999996
spectrum227,7,0.81,14.772695
spectrum227,8,0.854,13.674902
spectrum228,0,-0.618,4.183836
spectrum228,1,-0.32,4.2689625
spectrum228,2,-0.13,13.3947728
spectrum228,3,-0.04,4.90124263
spectrum228,4,0.012,2.84913268
spectrum228,5,0.184,26.334203600000002
spectrum228,6,0.354,3.43707484
spectrum228,7,0.466,27.568002000000003
spectrum228,8,0.81,14.8071388
spectrum228,9,0.854,13.684526199999999
spectrum229,0,-0.828,15.3699637
spectrum229,1,0.924,58.057398899999995
spectrum230,0,-0.618,4.18296737
spectrum230,1,-0.32,4.26969049
spectrum230,2,-0.13,13.3947571
spectrum230,3,-0.04,4.90244251
spectrum230,4,0.012,2.84964406
spectrum230,5,0.184,26.333978000000002
spectrum230,6,0.354,3.43711218
spectrum230,7,0.466,27.568405600000006
spectrum230,8,0.81,14.8069598
spectrum230,9,0.854,13.684312099999998
spectrum231,0,-0.616,4.21384992
spectrum231,1,-0.318,4.33414487
spectrum231,2,-0.128,13.596561999999999
spectrum231,3,-0.038,4.95684856
spectrum231,4,0.182,27.2160912
spectrum231,5,0.356,3.2953792
spectrum231,6,0.468,27.446919899999997
spectrum231,7,0.81,14.772709299999999
spectrum231,8,0.854,13.674911800000002
spectrum232,0,-0.83,15.871190099999998
spectrum232,1,0.926,53.015895400000005
spectrum233,0,-0.626,4.16609743
spectrum233,1,-0.318,4.3759038
spectrum233,2,-0.134,12.0852509
spectrum233,3,-0.036,4.68811815
spectrum233,4,0.176,24.994816699999998
spectrum233,5,0.358,3.0951684
spectrum233,6,0.46,24.818432
spectrum233,7,0.808,15.496643300000002
spectrum233,8,0.848,12.640122300000002
spectrum234,0,-0.93,1.93372349
spectrum234,1,-0.878,1.25634989
spectrum234,2,-0.776,5.06857571
spectrum234,3,-0.702,6.96166176
spectrum234,4,-0.63,3.68190777
spectrum234,5,-0.49,6.13920575
spectrum234,6,-0.422,6.80926358
spectrum234,7,-0.344,2.04042683
spectrum234,8,-0.264,1.30048018
spectrum234,9,-0.166,5.72643629
spectrum234,10,-0.084,4.43789091
spectrum234,11,-0.03,3.79832022
spectrum234,12,0.116,6.17654387
spectrum234,13,0.202,4.09919392
spectrum234,14,0.27,3.13222522
spectrum234,15,0.454,5.94011606
spectrum234,16,0.508,4.00860362
spectrum234,17,0.582,5.01280171
spectrum234,18,0.732,8.5441663
spectrum234,19,0.814,2.63820969
spectrum234,20,0.86,4.1920623
spectrum235,0,-0.694,3.87362583
spectrum235,1,-0.584,22.962307199999998
spectrum235,2,-0.274,2.71823424
spectrum235,3,-0.042,11.588305400000001
spectrum235,4,0.034,14.952871599999998
spectrum235,5,0.598,11.156663499999999
spectrum235,6,0.656,14.882563699999999
spectrum236,0,-0.93,1.89313904
spectrum236,1,-0.774,5.07539893
spectrum236,2,-0.714,7.31449892
spectrum236,3,-0.628,3.55745724
spectrum236,4,-0.484,6.77039752
spectrum236,5,-0.424,6.85244412
spectrum236,6,-0.306,1.56919955
spectrum236,7,-0.166,5.69045914
spectrum236,8,-0.084,4.62990045
spectrum236,9,-0.032,3.82389122
spectrum236,10,0.116,6.16041897
spectrum236,11,0.202,4.14341885
spectrum236,12,0.272,3.16396062
spectrum236,13,0.326,1.57093624
spectrum236,14,0.456,6.00767206
spectrum236,15,0.504,3.94892802
spectrum236,16,0.578,4.35707636
spectrum236,17,0.728,8.45737131
spectrum236,18,0.814,2.43327977
spectrum236,19,0.864,4.18589835
spectrum236,20,0.908,2.69583612
spectrum237,0,-0.928,1.98888343
spectrum237,1,-0.878,1.2859089
spectrum237,2,-0.774,5.01986608
spectrum237,3,-0.698,7.10555865
spectrum237,4,-0.638,3.88224749
spectrum237,5,-0.48,5.78571479
spectrum237,6,-0.424,7.11483676
spectrum237,7,-0.266,1.31277799
spectrum237,8,-0.168,5.67688872
spectrum237,9,-0.084,4.72364678
spectrum237,10,-0.032,3.8851732
spectrum237,11,0.116,6.12386644
spectrum237,12,0.202,4.12242292
spectrum237,13,0.274,3.13743502
spectrum237,14,0.456,5.93313777
spectrum237,15,0.508,4.00516357
spectrum237,16,0.584,5.15179968
spectrum237,17,0.73,8.00799223
spectrum237,18,0.808,2.49567061
spectrum237,19,0.868,3.35266627
spectrum237,20,0.91,2.63860453
spectrum238,0,-0.694,3.66551352
spectrum238,1,-0.578,23.5121516
spectrum238,2,-0.276,2.75794107
spectrum238,3,-0.044,11.4100206
spectrum238,4,0.034,14.775321400000001
spectrum238,5,0.6,11.0828805
spectrum238,6,0.656,14.7899987
spectrum239,0,-0.928,1.9880702
spectrum239,1,-0.878,1.28697273
spectrum239,2,-0.776,5.01995258
spectrum239,3,-0.698,7.10564103
spectrum239,4,-0.638,3.88395575
spectrum239,5,-0.48,5.78490794
spectrum239,6,-0.424,7.11184341
spectrum239,7,-0.266,1.31302503
spectrum239,8,-0.168,5.68025932
spectrum239,9,-0.084,4.72427758
spectrum239,10,-0.032,3.88474011
spectrum239,11,0.116,6.12267557
spectrum239,12,0.202,4.12539087
spectrum239,13,0.274,3.13867266
spectrum239,14,0.456,5.93119566
spectrum239,15,0.508,4.0051875
spectrum239,16,0.584,5.15311422
spectrum239,17,0.73,8.01016565
spectrum239,18,0.808,2.49548174
spectrum239,19,0.868,3.35216802
spectrum239,20,0.91,2.63977204
spectrum240,0,-0.93,1.89850581
spectrum240,1,-0.774,5.07802104
spectrum240,2,-0.714,7.29682581
spectrum240,3,-0.628,3.54986217
spectrum240,4,-0.486,6.76267031
spectrum240,5,-0.424,6.84551362
spectrum240,6,-0.306,1.57216719
spectrum240,7,-0.166,5.69149434
spectrum240,8,-0.084,4.62406939
spectrum240,9,-0.032,3.82295301
spectrum240,10,0.116,6.16404864
spectrum240,11,0.202,4.13877885
spectrum240,12,0.272,3.16614858
spectrum240,13,0.326,1.57083205
spectrum240,14,0.456,6.01423797
spectrum240,15,0.504,3.94787787
spectrum240,16,0.578,4.36073716
spectrum240,17,0.728,8.45732236
spectrum240,18,0.812,2.43611106
spectrum240,19,0.864,4.19592202
spectrum240,20,0.908,2.69405438
spectrum241,0,-0.694,3.8740265
spectrum241,1,-0.584,22.9552781
spectrum241,2,-0.274,2.7250654
spectrum241,3,-0.042,11.5825099
spectrum241,4,0.034,14.954592800000002
spectrum241,5,0.598,11.1671579
spectrum241,6,0.656,14.8756761
spectrum242,0,-0.93,1.93385233
spectrum242,1,-0.878,1.25503627
spectrum242,2,-0.776,5.07266034
spectrum242,3,-0.702,6.95829932
spectrum242,4,-0.63,3.67958991
spectrum242,5,-0.492,6.14331467
spectrum242,6,-0.422,6.80386052
spectrum242,7,-0.344,2.03865091
spectrum242,8,-0.264,1.30079705
spectrum242,9,-0.166,5.7313821
spectrum242,10,-0.084,4.4386562
spectrum242,11,-0.03,3.79679053
spectrum242,12,0.118,6.17875139
spectrum242,13,0.202,4.09744743
spectrum242,14,0.27,3.13249905
spectrum242,15,0.454,5.94369205
spectrum242,16,0.508,4.00986871
spectrum242,17,0.582,5.02005563
spectrum242,18,0.732,8.54362525
spectrum242,19,0.814,2.63704049
spectrum242,20,0.86,4.19280874
spectrum243,0,-0.932,1.96343309
spectrum243,1,-0.874,1.29311305
spectrum243,2,-0.784,4.90935248
spectrum243,3,-0.7,6.81695159
spectrum243,4,-0.632,3.71175106
spectrum243,5,-0.502,5.58161298
spectrum243,6,-0.42,6.78388307
spectrum243,7,-0.262,1.31440975
spectrum243,8,-0.166,5.78120326
spectrum243,9,-0.106,3.78588847
spectrum243,10,-0.084,4.17216496
spectrum243,11,-0.028,3.75518938
spectrum243,12,0.118,6.25978299
spectrum243,13,0.202,4.09946298
spectrum243,14,0.256,3.20990028
spectrum243,15,0.454,5.92152257
spectrum243,16,0.51,4.08737112
spectrum243,17,0.57,4.80201779
spectrum243,18,0.732,8.72921656
spectrum243,19,0.852,4.10873438
spectrum243,20,0.892,2.63131703
spectrum244,0,-0.688,3.75538653
spectrum244,1,-0.572,23.8518035
spectrum244,2,-0.286,2.67381106
spectrum244,3,-0.052,11.0501097
spectrum244,4,0.036,14.3304756
spectrum244,5,0.6,11.303219
spectrum244,6,0.658,15.146581
spectrum245,0,-0.922,2.03676631
spectrum245,1,-0.778,5.12863803
spectrum245,2,-0.706,7.24199526
spectrum245,3,-0.628,3.55702207
spectrum245,4,-0.49,6.22506845
spectrum245,5,-0.42,7.09485628
spectrum245,6,-0.342,1.99915996
spectrum245,7,-0.176,4.03414506
spectrum245,8,-0.086,4.57533441
spectrum245,9,-0.03,3.98357208
spectrum245,10,0.118,6.18357012
spectrum245,11,0.196,4.04561794
spectrum245,12,0.266,3.07474014
spectrum245,13,0.454,6.03582977
spectrum245,14,0.508,3.93019782
spectrum245,15,0.578,4.95081431
spectrum245,16,0.742,6.52957464
spectrum245,17,0.86,4.33454218
spectrum246,0,-0.92,1.80913477
spectrum246,1,-0.776,5.19457172
spectrum246,2,-0.704,5.34786003
spectrum246,3,-0.626,3.8810512
spectrum246,4,-0.484,6.7289873
spectrum246,5,-0.424,6.89660667
spectrum246,6,-0.342,2.04364821
spectrum246,7,-0.164,5.75073772
spectrum246,8,-0.084,4.64535598
spectrum246,9,-0.032,3.82355025
spectrum246,10,0.116,6.12389197
spectrum246,11,0.2,4.07464955
spectrum246,12,0.274,3.12336499
spectrum246,13,0.454,6.07448852
spectrum246,14,0.504,3.93490158
spectrum246,15,0.582,4.87271639
spectrum246,16,0.728,8.59850883
spectrum246,17,0.868,4.18475057
spectrum246,18,0.906,2.97208737
spectrum247,0,-0.694,4.02696552
spectrum247,1,-0.588,22.663726800000003
spectrum247,2,-0.274,2.87999147
spectrum247,3,-0.042,11.533697300000002
spectrum247,4,0.036,14.538310300000001
spectrum247,5,0.6,11.0336992
spectrum247,6,0.654,14.884566099999999
spectrum248,0,-0.92,1.80471061
spectrum248,1,-0.776,5.19856451
spectrum248,2,-0.704,5.33910128
spectrum248,3,-0.626,3.87259149
spectrum248,4,-0.484,6.74250805
spectrum248,5,-0.424,6.88397443
spectrum248,6,-0.342,2.0428617
spectrum248,7,-0.164,5.74463704
spectrum248,8,-0.084,4.63416217
spectrum248,9,-0.032,3.81768654
spectrum248,10,0.118,6.12398612
spectrum248,11,0.2,4.06731763
spectrum248,12,0.274,3.12581702
spectrum248,13,0.454,6.07032912
spectrum248,14,0.506,3.93906617
spectrum248,15,0.58,4.87662891
spectrum248,16,0.728,8.58690456
spectrum248,17,0.868,4.18243071
spectrum248,18,0.906,2.97345199
spectrum249,0,-0.92,2.07265255
spectrum249,1,-0.78,5.3456509
spectrum249,2,-0.706,7.26193111
spectrum249,3,-0.628,3.53652698
spectrum249,4,-0.492,6.36641368
spectrum249,5,-0.42,7.14571284
spectrum249,6,-0.342,2.02414378
spectrum249,7,-0.264,1.29721519
spectrum249,8,-0.176,4.10930367
spectrum249,9,-0.094,4.48945868
spectrum249,10,-0.028,3.98754042
spectrum249,11,0.118,6.10739867
spectrum249,12,0.194,3.97793267
spectrum249,13,0.266,3.13367759
spectrum249,14,0.454,5.97598338
spectrum249,15,0.506,3.86862732
spectrum249,16,0.576,5.00450466
spectrum249,17,0.742,6.64327702
spectrum249,18,0.86,4.37678357
spectrum249,19,0.904,2.71575661
spectrum250,0,-0.688,3.75793618
spectrum250,1,-0.572,23.8501117
spectrum250,2,-0.286,2.67929879
spectrum250,3,-0.052,11.0543101
spectrum250,4,0.036,14.2906614
spectrum250,5,0.6,11.2980085
spectrum250,6,0.658,15.1311193
spectrum251,0,-0.932,1.9635026
spectrum251,1,-0.874,1.29330071
spectrum251,2,-0.784,4.90976336
spectrum251,3,-0.7,6.81712051
spectrum251,4,-0.632,3.7119696
spectrum251,5,-0.502,5.58152704
spectrum251,6,-0.42,6.78192269
spectrum251,7,-0.262,1.31430972
spectrum251,8,-0.166,5.78141884
spectrum251,9,-0.106,3.786255
spectrum251,10,-0.082,4.17153461
spectrum251,11,-0.028,3.75485069
spectrum251,12,0.118,6.25993359
spectrum251,13,0.202,4.10026809
spectrum251,14,0.256,3.20897337
spectrum251,15,0.454,5.92216942
spectrum251,16,0.51,4.08795196
spectrum251,17,0.572,4.80250248
spectrum251,18,0.732,8.72959769
spectrum251,19,0.852,4.10830362
spectrum251,20,0.892,2.63098481
spectrum252,0,-0.612,4.12752433
spectrum252,1,-0.308,4.17653418
spectrum252,2,-0.124,13.5185266
spectrum252,3,-0.026,4.75524931
spectrum252,4,0.184,28.409817600000004
spectrum252,5,0.374,3.45257494
spectrum252,6,0.466,28.073508299999997
spectrum252,7,0.808,14.0909698
spectrum252,8,0.858,13.276709400000001
spectrum253,0,-0.836,15.317314199999998
spectrum253,1,0.924,56.533483200000006
spectrum254,0,-0.612,4.1890553
spectrum254,1,-0.318,4.37119612
spectrum254,2,-0.126,13.6176734
spectrum254,3,-0.038,5.05549119
spectrum254,4,0.01,2.73387226
spectrum254,5,0.182,25.1258915
spectrum254,6,0.356,3.43961513
spectrum254,7,0.464,27.3208858
spectrum254,8,0.808,14.6491399
spectrum254,9,0.854,13.6566018
spectrum255,0,-0.616,4.30957488
spectrum255,1,-0.316,4.33524635
spectrum255,2,-0.126,13.3843196
spectrum255,3,-0.036,4.96157812
spectrum255,4,0.014,2.74824668
spectrum255,5,0.18,26.862533600000003
spectrum255,6,0.358,3.38406284
spectrum255,7,0.466,24.187510699999997
spectrum255,8,0.81,14.6751755
spectrum255,9,0.854,13.523014300000002
spectrum256,0,-0.84,14.3526755
spectrum256,1,0.928,54.8020836
spectrum257,0,-0.616,4.30957489
spectrum257,1,-0.316,4.33524635
spectrum257,2,-0.126,13.3843196
spectrum257,3,-0.036,4.96157812
spectrum257,4,0.014,2.74824669
spectrum257,5,0.18,26.862533600000003
spectrum257,6,0.358,3.38406284
spectrum257,7,0.466,24.187510699999997
spectrum257,8,0.81,14.6751755
spectrum257,9,0.854,13.523014300000002
spectrum258,0,-0.612,4.18906597
spectrum258,1,-0.318,4.37120882
spectrum258,2,-0.126,13.617665900000002
spectrum258,3,-0.038,5.05547731
spectrum258,4,0.01,2.73387636
spectrum258,5,0.182,25.1259006
spectrum258,6,0.356,3.43961195
spectrum258,7,0.464,27.320980300000002
spectrum258,8,0.808,14.6490432
spectrum258,9,0.854,13.6567362
spectrum259,0,-0.836,15.332878899999999
spectrum259,1,0.924,56.50632879999999
spectrum260,0,-0.612,4.07900418
spectrum260,1,-0.31,4.20476309
spectrum260,2,-0.122,13.434686
spectrum260,3,-0.026,4.76666073
spectrum260,4,0.184,28.807218699999996
spectrum260,5,0.374,3.38598313
spectrum260,6,0.466,28.2417161
spectrum260,7,0.808,14.169672400000001
spectrum260,8,0.858,13.1302535
spectrum261,0,-0.926,1.83187693
spectrum261,1,-0.86,1.2694553
spectrum261,2,-0.774,5.10968731
spectrum261,3,-0.706,7.21234424
spectrum261,4,-0.632,3.59694447
spectrum261,5,-0.488,6.52180077
spectrum261,6,-0.426,6.84453617
spectrum261,7,-0.342,2.09446796
spectrum261,8,-0.17,5.71851479
spectrum261,9,-0.096,3.5397902
spectrum261,10,-0.072,3.84199973
spectrum261,11,-0.034,4.0861447
spectrum261,12,0.114,6.13082175
spectrum261,13,0.214,3.60640528
spectrum261,14,0.274,3.31752214
spectrum261,15,0.456,6.00554265
spectrum261,16,0.502,3.84320759
spectrum261,17,0.584,4.79828601
spectrum261,18,0.732,8.61781219
spectrum261,19,0.864,4.29533706
spectrum262,0,-0.69,3.609716
spectrum262,1,-0.572,23.6256443
spectrum262,2,-0.28,2.66721474
spectrum262,3,-0.046,11.4484046
spectrum262,4,0.034,14.934966199999998
spectrum262,5,0.596,11.285411400000001
spectrum262,6,0.658,12.649415800000002
spectrum263,0,-0.93,2.17037483
spectrum263,1,-0.774,5.21902874
spectrum263,2,-0.704,6.96122524
spectrum263,3,-0.628,3.70652788
spectrum263,4,-0.488,6.52837762
spectrum263,5,-0.424,6.7956386
spectrum263,6,-0.34,1.99963192
spectrum263,7,-0.266,1.31087484
spectrum263,8,-0.17,5.7771915
spectrum263,9,-0.086,4.42271888
spectrum263,10,-0.032,3.76297392
spectrum263,11,0.118,6.20822898
spectrum263,12,0.204,4.25592231
spectrum263,13,0.258,3.11428547
spectrum263,14,0.456,5.91298763
spectrum263,15,0.506,3.97925175
spectrum263,16,0.586,5.17434841
spectrum263,17,0.73,8.26108015
spectrum263,18,0.812,2.58034997
spectrum263,19,0.864,4.20914777
spectrum263,20,0.91,2.47519935
spectrum264,0,-0.932,1.9265995
spectrum264,1,-0.876,1.2222115
spectrum264,2,-0.774,5.14342379
spectrum264,3,-0.706,7.03876399
spectrum264,4,-0.628,3.62338374
spectrum264,5,-0.488,6.57343229
spectrum264,6,-0.424,6.83845814
spectrum264,7,-0.34,1.98594022
spectrum264,8,-0.264,1.3318088
spectrum264,9,-0.17,5.83213111
spectrum264,10,-0.086,4.65179118
spectrum264,11,-0.032,3.82480276
spectrum264,12,0.12,5.09335411
spectrum264,13,0.142,5.08446303
spectrum264,14,0.204,4.21037666
spectrum264,15,0.274,3.23574655
spectrum264,16,0.456,5.93745801
spectrum264,17,0.508,4.03446487
spectrum264,18,0.586,5.12635259
spectrum264,19,0.73,8.13810641
spectrum264,20,0.812,2.58559152
spectrum264,21,0.864,4.32004693
spectrum264,22,0.91,2.67988304
spectrum265,0,-0.69,3.80619153
spectrum265,1,-0.586,23.4164558
spectrum265,2,-0.282,2.7157957
spectrum265,3,-0.048,11.6823765
spectrum265,4,0.04,13.898675199999998
spectrum265,5,0.582,8.64976036
spectrum265,6,0.658,14.909093200000001
spectrum266,0,-0.932,1.92659963
spectrum266,1,-0.876,1.22221166
spectrum266,2,-0.774,5.14342377
spectrum266,3,-0.706,7.03876407
spectrum266,4,-0.628,3.62338372
spectrum266,5,-0.488,6.57343224
spectrum266,6,-0.424,6.83845815
spectrum266,7,-0.34,1.98594026
spectrum266,8,-0.264,1.33180878
spectrum266,9,-0.17,5.83213106
spectrum266,10,-0.086,4.65179112
spectrum266,11,-0.032,3.82480277
spectrum266,12,0.12,5.09335402
spectrum266,13,0.142,5.08446302
spectrum266,14,0.204,4.21037667
spectrum266,15,0.274,3.2357466
spectrum266,16,0.456,5.93745816
spectrum266,17,0.508,4.03446515
spectrum266,18,0.586,5.1263526
spectrum266,19,0.73,8.13810636
spectrum266,20,0.812,2.58559151
spectrum266,21,0.864,4.32004702
spectrum266,22,0.91,2.67988295
spectrum267,0,-0.93,2.170376
spectrum267,1,-0.774,5.21905576
spectrum267,2,-0.704,6.96118746
spectrum267,3,-0.628,3.70655882
spectrum267,4,-0.488,6.5282956
spectrum267,5,-0.424,6.79563157
spectrum267,6,-0.34,1.99962353
spectrum267,7,-0.266,1.31087038
spectrum267,8,-0.17,5.77722155
spectrum267,9,-0.086,4.42278514
spectrum267,10,-0.032,3.76294102
spectrum267,11,0.118,6.20820526
spectrum267,12,0.204,4.2558878
spectrum267,13,0.258,3.11433043
spectrum267,14,0.456,5.91301065
spectrum267,15,0.506,3.97934079
spectrum267,16,0.586,5.17437752
spectrum267,17,0.73,8.26100561
spectrum267,18,0.812,2.58039737
spectrum267,19,0.864,4.20918037
spectrum267,20,0.91,2.47517686
spectrum268,0,-0.69,3.60971578
spectrum268,1,-0.572,23.6256428
spectrum268,2,-0.28,2.66721476
spectrum268,3,-0.046,11.4484047
spectrum268,4,0.034,14.934966199999998
spectrum268,5,0.596,11.2854131
spectrum268,6,0.658,12.649415800000002
spectrum269,0,-0.926,1.82173662
spectrum269,1,-0.862,1.26227904
spectrum269,2,-0.774,5.15497822
spectrum269,3,-0.706,7.30046486
spectrum269,4,-0.632,3.53281702
spectrum269,5,-0.488,6.49021538
spectrum269,6,-0.426,6.86275299
spectrum269,7,-0.272,1.37398603
spectrum269,8,-0.17,5.78560323
spectrum269,9,-0.072,3.83794223
spectrum269,10,-0.034,4.05283267
spectrum269,11,0.114,6.13219279
spectrum269,12,0.214,3.61541328
spectrum269,13,0.274,3.33040805
spectrum269,14,0.456,6.05141769
spectrum269,15,0.502,3.83427833
spectrum269,16,0.584,4.82560891
spectrum269,17,0.732,8.66771262
spectrum269,18,0.818,2.47238391
spectrum269,19,0.862,4.2932832
spectrum269,20,0.908,2.47367909
spectrum270,0,-0.924,1.88398452
spectrum270,1,-0.774,5.06906356
spectrum270,2,-0.706,7.03530845
spectrum270,3,-0.632,3.66545172
spectrum270,4,-0.488,6.01853178
spectrum270,5,-0.424,6.87866016
spectrum270,6,-0.34,2.04121283
spectrum270,7,-0.162,5.51676221
spectrum270,8,-0.086,4.54608002
spectrum270,9,-0.034,3.79002066
spectrum270,10,0.122,6.09726808
spectrum270,11,0.2,4.08345472
spectrum270,12,0.274,3.21478878
spectrum270,13,0.456,5.92786376
spectrum270,14,0.51,3.78848629
spectrum270,15,0.544,3.48633249
spectrum270,16,0.586,5.16607042
spectrum270,17,0.732,8.5605359
spectrum270,18,0.864,4.14963668
spectrum271,0,-0.69,3.67940172
spectrum271,1,-0.574,23.2292881
spectrum271,2,-0.28,2.76984546
spectrum271,3,-0.046,11.2105704
spectrum271,4,0.032,14.8843423
spectrum271,5,0.598,11.0800388
spectrum271,6,0.658,14.764953400000001
spectrum272,0,-0.932,2.04585929
spectrum272,1,-0.876,1.34415136
spectrum272,2,-0.774,5.09001475
spectrum272,3,-0.702,6.60912716
spectrum272,4,-0.628,3.71902741
spectrum272,5,-0.488,6.39642168
spectrum272,6,-0.424,6.80579114
spectrum272,7,-0.34,1.99913314
spectrum272,8,-0.266,1.32995035
spectrum272,9,-0.17,5.77360821
spectrum272,10,-0.084,4.53808604
spectrum272,11,-0.034,3.80558999
spectrum272,12,0.116,6.09964851
spectrum272,13,0.206,4.10529061
spectrum272,14,0.274,3.19614163
spectrum272,15,0.456,5.98552202
spectrum272,16,0.506,3.93469233
spectrum272,17,0.588,5.0939985
spectrum272,18,0.73,8.33292412
spectrum272,19,0.81,2.52794651
spectrum272,20,0.864,4.18880868
spectrum272,21,0.908,2.60321203
spectrum273,0,-0.93,1.86397956
spectrum273,1,-0.87,1.1752777
spectrum273,2,-0.774,5.08225628
spectrum273,3,-0.706,7.05622492
spectrum273,4,-0.628,3.66457546
spectrum273,5,-0.488,6.49098666
spectrum273,6,-0.424,6.81778985
spectrum273,7,-0.338,2.03395006
spectrum273,8,-0.264,1.38918757
spectrum273,9,-0.176,5.128728
spectrum273,10,-0.08,4.37476195
spectrum273,11,-0.032,3.76557396
spectrum273,12,0.116,6.25799884
spectrum273,13,0.202,3.74027333
spectrum273,14,0.274,2.90678581
spectrum273,15,0.456,5.95505092
spectrum273,16,0.506,4.00997576
spectrum273,17,0.586,5.13852875
spectrum273,18,0.73,8.24370758
spectrum273,19,0.81,2.64462396
spectrum273,20,0.864,4.31541897
spectrum273,21,0.908,2.58679067
spectrum274,0,-0.69,3.95541386
spectrum274,1,-0.592,21.9093342
spectrum274,2,-0.28,2.89746302
spectrum274,3,-0.046,11.460860499999999
spectrum274,4,0.034,14.8534957
spectrum274,5,0.602,11.4849118
spectrum274,6,0.66,9.89720096
spectrum275,0,-0.93,1.86397956
spectrum275,1,-0.87,1.1752777
spectrum275,2,-0.774,5.08225628
spectrum275,3,-0.706,7.05622492
spectrum275,4,-0.628,3.66457546
spectrum275,5,-0.488,6.49098666
spectrum275,6,-0.424,6.81778985
spectrum275,7,-0.338,2.03395006
spectrum275,8,-0.264,1.38918757
spectrum275,9,-0.176,5.128728
spectrum275,10,-0.08,4.37476194
spectrum275,11,-0.032,3.76557396
spectrum275,12,0.116,6.25799884
spectrum275,13,0.202,3.74027333
spectrum275,14,0.274,2.90678581
spectrum275,15,0.456,5.95505092
spectrum275,16,0.506,4.00997575
spectrum275,17,0.586,5.13852875
spectrum275,18,0.73,8.24370758
spectrum275,19,0.81,2.64462396
spectrum275,20,0.864,4.31541897
spectrum275,21,0.908,2.58679067
spectrum276,0,-0.932,2.04585929
spectrum276,1,-0.876,1.34415136
spectrum276,2,-0.774,5.09001475
spectrum276,3,-0.702,6.60912716
spectrum276,4,-0.628,3.71902741
spectrum276,5,-0.488,6.39642168
spectrum276,6,-0.424,6.80579114
spectrum276,7,-0.34,1.99913314
spectrum276,8,-0.266,1.32995035
